#    L    TT             EE             BB             TE          
  1734   0.378789E+03   0.916162E+01   0.206665E-04  -0.276001E+02
  1735   0.378933E+03   0.905815E+01   0.206249E-04  -0.273450E+02
  1736   0.379065E+03   0.895530E+01   0.205834E-04  -0.270874E+02
  1737   0.379175E+03   0.885530E+01   0.205420E-04  -0.268244E+02
  1738   0.379263E+03   0.875593E+01   0.205006E-04  -0.265573E+02
  1739   0.379346E+03   0.865866E+01   0.204593E-04  -0.262870E+02
  1740   0.379392E+03   0.856277E+01   0.204181E-04  -0.260127E+02
  1741   0.379439E+03   0.846824E+01   0.203770E-04  -0.257336E+02
  1742   0.379451E+03   0.837583E+01   0.203360E-04  -0.254526E+02
  1743   0.379448E+03   0.828478E+01   0.202951E-04  -0.251669E+02
  1744   0.379424E+03   0.819585E+01   0.202543E-04  -0.248787E+02
  1745   0.379379E+03   0.810755E+01   0.202135E-04  -0.245871E+02
  1746   0.379312E+03   0.802210E+01   0.201729E-04  -0.242922E+02
  1747   0.379232E+03   0.793878E+01   0.201324E-04  -0.239947E+02
  1748   0.379122E+03   0.785756E+01   0.200920E-04  -0.236945E+02
  1749   0.378991E+03   0.777698E+01   0.200517E-04  -0.233903E+02
  1750   0.378839E+03   0.769852E+01   0.200115E-04  -0.230850E+02
  1751   0.378665E+03   0.762143E+01   0.199715E-04  -0.227777E+02
  1752   0.378477E+03   0.754572E+01   0.199316E-04  -0.224663E+02
  1753   0.378267E+03   0.747138E+01   0.198917E-04  -0.221546E+02
  1754   0.378036E+03   0.739992E+01   0.198520E-04  -0.218401E+02
  1755   0.377784E+03   0.733110E+01   0.198125E-04  -0.215238E+02
  1756   0.377517E+03   0.726315E+01   0.197730E-04  -0.212056E+02
  1757   0.377220E+03   0.719719E+01   0.197337E-04  -0.208863E+02
  1758   0.376895E+03   0.713305E+01   0.196945E-04  -0.205658E+02
  1759   0.376563E+03   0.707091E+01   0.196554E-04  -0.202441E+02
  1760   0.376201E+03   0.701083E+01   0.196164E-04  -0.199206E+02
  1761   0.375818E+03   0.695267E+01   0.195775E-04  -0.195966E+02
  1762   0.375413E+03   0.689636E+01   0.195388E-04  -0.192715E+02
  1763   0.374993E+03   0.684219E+01   0.195002E-04  -0.189452E+02
  1764   0.374558E+03   0.679010E+01   0.194617E-04  -0.186193E+02
  1765   0.374087E+03   0.673978E+01   0.194233E-04  -0.182922E+02
  1766   0.373601E+03   0.669139E+01   0.193850E-04  -0.179654E+02
  1767   0.373093E+03   0.664494E+01   0.193469E-04  -0.176375E+02
  1768   0.372563E+03   0.660056E+01   0.193089E-04  -0.173099E+02
  1769   0.372019E+03   0.655813E+01   0.192710E-04  -0.169834E+02
  1770   0.371444E+03   0.651755E+01   0.192332E-04  -0.166557E+02
  1771   0.370855E+03   0.647907E+01   0.191955E-04  -0.163291E+02
  1772   0.370251E+03   0.644246E+01   0.191580E-04  -0.160036E+02
  1773   0.369610E+03   0.640779E+01   0.191206E-04  -0.156769E+02
  1774   0.368961E+03   0.637514E+01   0.190833E-04  -0.153528E+02
  1775   0.368290E+03   0.634445E+01   0.190461E-04  -0.150290E+02
  1776   0.367604E+03   0.631563E+01   0.190090E-04  -0.147055E+02
  1777   0.366881E+03   0.628891E+01   0.189721E-04  -0.143846E+02
  1778   0.366150E+03   0.626401E+01   0.189353E-04  -0.140640E+02
  1779   0.365396E+03   0.624113E+01   0.188985E-04  -0.137453E+02
  1780   0.364628E+03   0.622015E+01   0.188620E-04  -0.134276E+02
  1781   0.363844E+03   0.620105E+01   0.188255E-04  -0.131117E+02
  1782   0.363023E+03   0.618392E+01   0.187892E-04  -0.127976E+02
  1783   0.362194E+03   0.616869E+01   0.187529E-04  -0.124853E+02
  1784   0.361357E+03   0.615527E+01   0.187168E-04  -0.121741E+02
  1785   0.360489E+03   0.614383E+01   0.186808E-04  -0.118662E+02
  1786   0.359607E+03   0.613422E+01   0.186450E-04  -0.115601E+02
  1787   0.358709E+03   0.612658E+01   0.186092E-04  -0.112558E+02
  1788   0.357796E+03   0.612070E+01   0.185736E-04  -0.109555E+02
  1789   0.356860E+03   0.611665E+01   0.185381E-04  -0.106564E+02
  1790   0.355900E+03   0.611444E+01   0.185027E-04  -0.103605E+02
  1791   0.354933E+03   0.611399E+01   0.184674E-04  -0.100679E+02
  1792   0.353950E+03   0.611539E+01   0.184323E-04  -0.977705E+01
  1793   0.352937E+03   0.611855E+01   0.183972E-04  -0.948955E+01
  1794   0.351923E+03   0.612341E+01   0.183623E-04  -0.920534E+01
  1795   0.350893E+03   0.613019E+01   0.183275E-04  -0.892442E+01
  1796   0.349818E+03   0.613859E+01   0.182929E-04  -0.864605E+01
  1797   0.348764E+03   0.614863E+01   0.182583E-04  -0.837171E+01
  1798   0.347680E+03   0.616037E+01   0.182239E-04  -0.809992E+01
  1799   0.346579E+03   0.617389E+01   0.181896E-04  -0.783217E+01
  1800   0.345471E+03   0.618905E+01   0.181554E-04  -0.756845E+01
  1801   0.344353E+03   0.620577E+01   0.181213E-04  -0.730772E+01
  1802   0.343228E+03   0.622406E+01   0.180873E-04  -0.705118E+01
  1803   0.342079E+03   0.624399E+01   0.180535E-04  -0.679898E+01
  1804   0.340906E+03   0.626542E+01   0.180198E-04  -0.654972E+01
  1805   0.339725E+03   0.628849E+01   0.179861E-04  -0.630497E+01
  1806   0.338543E+03   0.631313E+01   0.179526E-04  -0.606430E+01
  1807   0.337338E+03   0.633928E+01   0.179192E-04  -0.582792E+01
  1808   0.336124E+03   0.636671E+01   0.178859E-04  -0.559562E+01
  1809   0.334901E+03   0.639549E+01   0.178527E-04  -0.536779E+01
  1810   0.333670E+03   0.642585E+01   0.178196E-04  -0.514443E+01
  1811   0.332415E+03   0.645757E+01   0.177866E-04  -0.492548E+01
  1812   0.331159E+03   0.649073E+01   0.177537E-04  -0.471123E+01
  1813   0.329895E+03   0.652518E+01   0.177209E-04  -0.450155E+01
  1814   0.328615E+03   0.656092E+01   0.176882E-04  -0.429659E+01
  1815   0.327333E+03   0.659796E+01   0.176556E-04  -0.409636E+01
  1816   0.326043E+03   0.663621E+01   0.176230E-04  -0.390110E+01
  1817   0.324737E+03   0.667569E+01   0.175905E-04  -0.371050E+01
  1818   0.323422E+03   0.671639E+01   0.175582E-04  -0.352488E+01
  1819   0.322084E+03   0.675839E+01   0.175259E-04  -0.334432E+01
  1820   0.320759E+03   0.680133E+01   0.174936E-04  -0.316875E+01
  1821   0.319433E+03   0.684549E+01   0.174615E-04  -0.299825E+01
  1822   0.318091E+03   0.689067E+01   0.174294E-04  -0.283291E+01
  1823   0.316769E+03   0.693701E+01   0.173974E-04  -0.267273E+01
  1824   0.315417E+03   0.698406E+01   0.173655E-04  -0.251764E+01
  1825   0.314064E+03   0.703205E+01   0.173336E-04  -0.236795E+01
  1826   0.312702E+03   0.708180E+01   0.173018E-04  -0.222345E+01
  1827   0.311346E+03   0.713213E+01   0.172701E-04  -0.208421E+01
  1828   0.309974E+03   0.718325E+01   0.172384E-04  -0.195039E+01
  1829   0.308600E+03   0.723444E+01   0.172068E-04  -0.182185E+01
  1830   0.307225E+03   0.728791E+01   0.171752E-04  -0.169867E+01
  1831   0.305849E+03   0.734144E+01   0.171437E-04  -0.158094E+01
  1832   0.304464E+03   0.739577E+01   0.171122E-04  -0.146866E+01
  1833   0.303086E+03   0.745092E+01   0.170808E-04  -0.136169E+01
  1834   0.301705E+03   0.750613E+01   0.170494E-04  -0.126041E+01
  1835   0.300316E+03   0.756289E+01   0.170181E-04  -0.116430E+01
  1836   0.298926E+03   0.762122E+01   0.169868E-04  -0.107390E+01
  1837   0.297542E+03   0.767813E+01   0.169556E-04  -0.988914E+00
  1838   0.296156E+03   0.773659E+01   0.169244E-04  -0.909497E+00
  1839   0.294761E+03   0.779588E+01   0.168932E-04  -0.835508E+00
  1840   0.293380E+03   0.785451E+01   0.168621E-04  -0.767104E+00
  1841   0.291997E+03   0.791470E+01   0.168310E-04  -0.704144E+00
  1842   0.290613E+03   0.797497E+01   0.167999E-04  -0.646709E+00
  1843   0.289228E+03   0.803532E+01   0.167688E-04  -0.594807E+00
  1844   0.287848E+03   0.809651E+01   0.167378E-04  -0.548297E+00
  1845   0.286489E+03   0.815778E+01   0.167068E-04  -0.507334E+00
  1846   0.285107E+03   0.821988E+01   0.166758E-04  -0.471704E+00
  1847   0.283737E+03   0.828208E+01   0.166449E-04  -0.441711E+00
  1848   0.282367E+03   0.834437E+01   0.166139E-04  -0.416990E+00
  1849   0.281002E+03   0.840676E+01   0.165830E-04  -0.397699E+00
  1850   0.279643E+03   0.846924E+01   0.165521E-04  -0.383769E+00
  1851   0.278268E+03   0.853256E+01   0.165212E-04  -0.375209E+00
  1852   0.276928E+03   0.859673E+01   0.164903E-04  -0.372025E+00
  1853   0.275572E+03   0.865951E+01   0.164594E-04  -0.374077E+00
  1854   0.274230E+03   0.872239E+01   0.164285E-04  -0.381521E+00
  1855   0.272893E+03   0.878462E+01   0.163976E-04  -0.394140E+00
  1856   0.271570E+03   0.884769E+01   0.163668E-04  -0.411868E+00
  1857   0.270245E+03   0.891161E+01   0.163359E-04  -0.434861E+00
  1858   0.268926E+03   0.897414E+01   0.163051E-04  -0.462977E+00
  1859   0.267621E+03   0.903750E+01   0.162743E-04  -0.496298E+00
  1860   0.266314E+03   0.909948E+01   0.162435E-04  -0.534535E+00
  1861   0.265029E+03   0.916230E+01   0.162127E-04  -0.577918E+00
  1862   0.263749E+03   0.922447E+01   0.161820E-04  -0.626155E+00
  1863   0.262461E+03   0.928674E+01   0.161512E-04  -0.679256E+00
  1864   0.261201E+03   0.934984E+01   0.161205E-04  -0.737302E+00
  1865   0.259940E+03   0.941156E+01   0.160898E-04  -0.800151E+00
  1866   0.258699E+03   0.947263E+01   0.160592E-04  -0.867810E+00
  1867   0.257451E+03   0.953379E+01   0.160285E-04  -0.939990E+00
  1868   0.256223E+03   0.959431E+01   0.159979E-04  -0.101700E+01
  1869   0.255008E+03   0.965418E+01   0.159673E-04  -0.109846E+01
  1870   0.253800E+03   0.971414E+01   0.159368E-04  -0.118462E+01
  1871   0.252599E+03   0.977419E+01   0.159062E-04  -0.127511E+01
  1872   0.251418E+03   0.983286E+01   0.158757E-04  -0.137015E+01
  1873   0.250244E+03   0.989162E+01   0.158452E-04  -0.146946E+01
  1874   0.249083E+03   0.994898E+01   0.158148E-04  -0.157312E+01
  1875   0.247936E+03   0.100064E+02   0.157844E-04  -0.168099E+01
  1876   0.246795E+03   0.100633E+02   0.157540E-04  -0.179292E+01
  1877   0.245668E+03   0.101194E+02   0.157237E-04  -0.190900E+01
  1878   0.244548E+03   0.101742E+02   0.156933E-04  -0.202909E+01
  1879   0.243449E+03   0.102283E+02   0.156631E-04  -0.215298E+01
  1880   0.242363E+03   0.102818E+02   0.156328E-04  -0.228088E+01
  1881   0.241291E+03   0.103346E+02   0.156026E-04  -0.241244E+01
  1882   0.240226E+03   0.103875E+02   0.155725E-04  -0.254767E+01
  1883   0.239182E+03   0.104382E+02   0.155423E-04  -0.268656E+01
  1884   0.238152E+03   0.104898E+02   0.155122E-04  -0.282899E+01
  1885   0.237136E+03   0.105393E+02   0.154822E-04  -0.297496E+01
  1886   0.236127E+03   0.105889E+02   0.154522E-04  -0.312418E+01
  1887   0.235131E+03   0.106370E+02   0.154222E-04  -0.327687E+01
  1888   0.234164E+03   0.106838E+02   0.153923E-04  -0.343268E+01
  1889   0.233196E+03   0.107299E+02   0.153624E-04  -0.359168E+01
  1890   0.232250E+03   0.107753E+02   0.153326E-04  -0.375382E+01
  1891   0.231325E+03   0.108201E+02   0.153028E-04  -0.391879E+01
  1892   0.230407E+03   0.108635E+02   0.152731E-04  -0.408684E+01
  1893   0.229502E+03   0.109063E+02   0.152434E-04  -0.425751E+01
  1894   0.228620E+03   0.109476E+02   0.152138E-04  -0.443082E+01
  1895   0.227743E+03   0.109883E+02   0.151842E-04  -0.460686E+01
  1896   0.226889E+03   0.110284E+02   0.151546E-04  -0.478547E+01
  1897   0.226056E+03   0.110663E+02   0.151252E-04  -0.496652E+01
  1898   0.225229E+03   0.111035E+02   0.150957E-04  -0.515009E+01
  1899   0.224425E+03   0.111401E+02   0.150664E-04  -0.533581E+01
  1900   0.223626E+03   0.111746E+02   0.150370E-04  -0.552385E+01
  1901   0.222850E+03   0.112084E+02   0.150078E-04  -0.571413E+01
  1902   0.222095E+03   0.112408E+02   0.149786E-04  -0.590635E+01
  1903   0.221347E+03   0.112717E+02   0.149494E-04  -0.610023E+01
  1904   0.220636E+03   0.113028E+02   0.149203E-04  -0.629546E+01
  1905   0.219909E+03   0.113317E+02   0.148913E-04  -0.649324E+01
  1906   0.219211E+03   0.113592E+02   0.148623E-04  -0.669282E+01
  1907   0.218535E+03   0.113868E+02   0.148334E-04  -0.689271E+01
  1908   0.217873E+03   0.114123E+02   0.148046E-04  -0.709515E+01
  1909   0.217219E+03   0.114363E+02   0.147758E-04  -0.729791E+01
  1910   0.216586E+03   0.114604E+02   0.147470E-04  -0.750247E+01
  1911   0.215975E+03   0.114823E+02   0.147184E-04  -0.770884E+01
  1912   0.215379E+03   0.115028E+02   0.146897E-04  -0.791479E+01
  1913   0.214804E+03   0.115219E+02   0.146612E-04  -0.812180E+01
  1914   0.214237E+03   0.115396E+02   0.146327E-04  -0.832987E+01
  1915   0.213692E+03   0.115566E+02   0.146043E-04  -0.853901E+01
  1916   0.213153E+03   0.115721E+02   0.145759E-04  -0.874848E+01
  1917   0.212645E+03   0.115855E+02   0.145476E-04  -0.895901E+01
  1918   0.212143E+03   0.115990E+02   0.145194E-04  -0.916986E+01
  1919   0.211664E+03   0.116103E+02   0.144912E-04  -0.938104E+01
  1920   0.211199E+03   0.116201E+02   0.144631E-04  -0.959255E+01
  1921   0.210742E+03   0.116293E+02   0.144351E-04  -0.980364E+01
  1922   0.210314E+03   0.116362E+02   0.144071E-04  -0.100151E+02
  1923   0.209894E+03   0.116425E+02   0.143792E-04  -0.102261E+02
  1924   0.209481E+03   0.116473E+02   0.143514E-04  -0.104374E+02
  1925   0.209105E+03   0.116500E+02   0.143236E-04  -0.106490E+02
  1926   0.208730E+03   0.116527E+02   0.142960E-04  -0.108596E+02
  1927   0.208361E+03   0.116539E+02   0.142683E-04  -0.110711E+02
  1928   0.208030E+03   0.116537E+02   0.142408E-04  -0.112793E+02
  1929   0.207699E+03   0.116521E+02   0.142133E-04  -0.114893E+02
  1930   0.207391E+03   0.116490E+02   0.141859E-04  -0.116975E+02
  1931   0.207105E+03   0.116437E+02   0.141585E-04  -0.119052E+02
  1932   0.206826E+03   0.116385E+02   0.141313E-04  -0.121117E+02
  1933   0.206563E+03   0.116310E+02   0.141041E-04  -0.123179E+02
  1934   0.206315E+03   0.116228E+02   0.140770E-04  -0.125229E+02
  1935   0.206081E+03   0.116124E+02   0.140499E-04  -0.127267E+02
  1936   0.205863E+03   0.116021E+02   0.140230E-04  -0.129294E+02
  1937   0.205653E+03   0.115881E+02   0.139961E-04  -0.131302E+02
  1938   0.205466E+03   0.115748E+02   0.139692E-04  -0.133299E+02
  1939   0.205293E+03   0.115593E+02   0.139425E-04  -0.135284E+02
  1940   0.205129E+03   0.115431E+02   0.139158E-04  -0.137258E+02
  1941   0.204987E+03   0.115254E+02   0.138892E-04  -0.139205E+02
  1942   0.204846E+03   0.115062E+02   0.138627E-04  -0.141141E+02
  1943   0.204728E+03   0.114864E+02   0.138363E-04  -0.143066E+02
  1944   0.204624E+03   0.114635E+02   0.138099E-04  -0.144964E+02
  1945   0.204522E+03   0.114414E+02   0.137836E-04  -0.146836E+02
  1946   0.204442E+03   0.114171E+02   0.137574E-04  -0.148704E+02
  1947   0.204363E+03   0.113921E+02   0.137313E-04  -0.150538E+02
  1948   0.204315E+03   0.113655E+02   0.137053E-04  -0.152361E+02
  1949   0.204267E+03   0.113368E+02   0.136793E-04  -0.154150E+02
  1950   0.204234E+03   0.113080E+02   0.136534E-04  -0.155928E+02
  1951   0.204217E+03   0.112785E+02   0.136277E-04  -0.157672E+02
  1952   0.204209E+03   0.112460E+02   0.136019E-04  -0.159397E+02
  1953   0.204216E+03   0.112135E+02   0.135763E-04  -0.161096E+02
  1954   0.204231E+03   0.111795E+02   0.135508E-04  -0.162769E+02
  1955   0.204254E+03   0.111448E+02   0.135253E-04  -0.164422E+02
  1956   0.204286E+03   0.111086E+02   0.134999E-04  -0.166042E+02
  1957   0.204363E+03   0.110709E+02   0.134746E-04  -0.167635E+02
  1958   0.204396E+03   0.110324E+02   0.134493E-04  -0.169201E+02
  1959   0.204467E+03   0.109924E+02   0.134241E-04  -0.170741E+02
  1960   0.204539E+03   0.109524E+02   0.133990E-04  -0.172254E+02
  1961   0.204626E+03   0.109109E+02   0.133740E-04  -0.173733E+02
  1962   0.204722E+03   0.108687E+02   0.133490E-04  -0.175177E+02
  1963   0.204826E+03   0.108249E+02   0.133241E-04  -0.176587E+02
  1964   0.204939E+03   0.107804E+02   0.132993E-04  -0.177970E+02
  1965   0.205067E+03   0.107344E+02   0.132745E-04  -0.179319E+02
  1966   0.205196E+03   0.106868E+02   0.132499E-04  -0.180641E+02
  1967   0.205340E+03   0.106393E+02   0.132252E-04  -0.181928E+02
  1968   0.205479E+03   0.105902E+02   0.132007E-04  -0.183180E+02
  1969   0.205640E+03   0.105403E+02   0.131761E-04  -0.184398E+02
  1970   0.205795E+03   0.104912E+02   0.131517E-04  -0.185581E+02
  1971   0.205966E+03   0.104398E+02   0.131273E-04  -0.186730E+02
  1972   0.206137E+03   0.103869E+02   0.131030E-04  -0.187836E+02
  1973   0.206317E+03   0.103347E+02   0.130787E-04  -0.188915E+02
  1974   0.206513E+03   0.102802E+02   0.130545E-04  -0.189958E+02
  1975   0.206703E+03   0.102257E+02   0.130304E-04  -0.190967E+02
  1976   0.206900E+03   0.101696E+02   0.130063E-04  -0.191933E+02
  1977   0.207107E+03   0.101136E+02   0.129822E-04  -0.192865E+02
  1978   0.207314E+03   0.100567E+02   0.129582E-04  -0.193753E+02
  1979   0.207530E+03   0.999907E+01   0.129343E-04  -0.194607E+02
  1980   0.207754E+03   0.994064E+01   0.129104E-04  -0.195425E+02
  1981   0.207971E+03   0.988142E+01   0.128865E-04  -0.196200E+02
  1982   0.208198E+03   0.982141E+01   0.128628E-04  -0.196940E+02
  1983   0.208432E+03   0.976061E+01   0.128390E-04  -0.197645E+02
  1984   0.208668E+03   0.969975E+01   0.128153E-04  -0.198307E+02
  1985   0.208912E+03   0.963736E+01   0.127916E-04  -0.198933E+02
  1986   0.209150E+03   0.957492E+01   0.127680E-04  -0.199516E+02
  1987   0.209389E+03   0.951242E+01   0.127444E-04  -0.200064E+02
  1988   0.209636E+03   0.944912E+01   0.127209E-04  -0.200568E+02
  1989   0.209885E+03   0.938576E+01   0.126974E-04  -0.201022E+02
  1990   0.210142E+03   0.932160E+01   0.126740E-04  -0.201455E+02
  1991   0.210386E+03   0.925590E+01   0.126506E-04  -0.201837E+02
  1992   0.210630E+03   0.919087E+01   0.126272E-04  -0.202183E+02
  1993   0.210883E+03   0.912578E+01   0.126038E-04  -0.202486E+02
  1994   0.211138E+03   0.905914E+01   0.125805E-04  -0.202752E+02
  1995   0.211400E+03   0.899243E+01   0.125572E-04  -0.202983E+02
  1996   0.211650E+03   0.892492E+01   0.125340E-04  -0.203170E+02
  1997   0.211900E+03   0.885733E+01   0.125108E-04  -0.203306E+02
  1998   0.212159E+03   0.879041E+01   0.124876E-04  -0.203406E+02
  1999   0.212412E+03   0.872194E+01   0.124644E-04  -0.203477E+02
  2000   0.212659E+03   0.865413E+01   0.124413E-04  -0.203496E+02
  2001   0.212914E+03   0.858625E+01   0.124182E-04  -0.203480E+02
  2002   0.213163E+03   0.851755E+01   0.123951E-04  -0.203427E+02
  2003   0.213413E+03   0.844878E+01   0.123721E-04  -0.203329E+02
  2004   0.213665E+03   0.837993E+01   0.123491E-04  -0.203196E+02
  2005   0.213902E+03   0.831026E+01   0.123261E-04  -0.203018E+02
  2006   0.214149E+03   0.824201E+01   0.123031E-04  -0.202811E+02
  2007   0.214381E+03   0.817219E+01   0.122802E-04  -0.202552E+02
  2008   0.214623E+03   0.810230E+01   0.122573E-04  -0.202264E+02
  2009   0.214858E+03   0.803307E+01   0.122344E-04  -0.201924E+02
  2010   0.215079E+03   0.796377E+01   0.122115E-04  -0.201555E+02
  2011   0.215309E+03   0.789366E+01   0.121887E-04  -0.201148E+02
  2012   0.215532E+03   0.782421E+01   0.121659E-04  -0.200705E+02
  2013   0.215742E+03   0.775395E+01   0.121431E-04  -0.200224E+02
  2014   0.215960E+03   0.768510E+01   0.121204E-04  -0.199692E+02
  2015   0.216172E+03   0.761543E+01   0.120977E-04  -0.199144E+02
  2016   0.216384E+03   0.754643E+01   0.120750E-04  -0.198545E+02
  2017   0.216576E+03   0.747736E+01   0.120523E-04  -0.197915E+02
  2018   0.216769E+03   0.740836E+01   0.120297E-04  -0.197248E+02
  2019   0.216955E+03   0.733944E+01   0.120071E-04  -0.196529E+02
  2020   0.217142E+03   0.727059E+01   0.119845E-04  -0.195795E+02
  2021   0.217323E+03   0.720241E+01   0.119620E-04  -0.195015E+02
  2022   0.217490E+03   0.713431E+01   0.119395E-04  -0.194205E+02
  2023   0.217650E+03   0.706644E+01   0.119170E-04  -0.193358E+02
  2024   0.217811E+03   0.699878E+01   0.118945E-04  -0.192480E+02
  2025   0.217951E+03   0.693143E+01   0.118721E-04  -0.191565E+02
  2026   0.218099E+03   0.686438E+01   0.118497E-04  -0.190619E+02
  2027   0.218241E+03   0.679777E+01   0.118273E-04  -0.189635E+02
  2028   0.218362E+03   0.673146E+01   0.118050E-04  -0.188621E+02
  2029   0.218490E+03   0.666553E+01   0.117826E-04  -0.187576E+02
  2030   0.218598E+03   0.659997E+01   0.117604E-04  -0.186500E+02
  2031   0.218698E+03   0.653486E+01   0.117381E-04  -0.185394E+02
  2032   0.218800E+03   0.647012E+01   0.117159E-04  -0.184257E+02
  2033   0.218888E+03   0.640598E+01   0.116937E-04  -0.183089E+02
  2034   0.218976E+03   0.634229E+01   0.116715E-04  -0.181890E+02
  2035   0.219043E+03   0.627905E+01   0.116494E-04  -0.180660E+02
  2036   0.219103E+03   0.621633E+01   0.116273E-04  -0.179406E+02
  2037   0.219164E+03   0.615421E+01   0.116052E-04  -0.178122E+02
  2038   0.219196E+03   0.609254E+01   0.115831E-04  -0.176814E+02
  2039   0.219237E+03   0.603153E+01   0.115611E-04  -0.175467E+02
  2040   0.219270E+03   0.597106E+01   0.115391E-04  -0.174104E+02
  2041   0.219283E+03   0.591111E+01   0.115172E-04  -0.172709E+02
  2042   0.219295E+03   0.585190E+01   0.114953E-04  -0.171298E+02
  2043   0.219287E+03   0.579329E+01   0.114734E-04  -0.169848E+02
  2044   0.219286E+03   0.573528E+01   0.114515E-04  -0.168382E+02
  2045   0.219264E+03   0.567795E+01   0.114297E-04  -0.166891E+02
  2046   0.219242E+03   0.562128E+01   0.114079E-04  -0.165384E+02
  2047   0.219199E+03   0.556529E+01   0.113861E-04  -0.163853E+02
  2048   0.219149E+03   0.551005E+01   0.113643E-04  -0.162289E+02
  2049   0.219092E+03   0.545556E+01   0.113426E-04  -0.160717E+02
  2050   0.219022E+03   0.540174E+01   0.113210E-04  -0.159112E+02
  2051   0.218929E+03   0.534867E+01   0.112993E-04  -0.157498E+02
  2052   0.218844E+03   0.529642E+01   0.112777E-04  -0.155860E+02
  2053   0.218738E+03   0.524492E+01   0.112561E-04  -0.154197E+02
  2054   0.218625E+03   0.519417E+01   0.112346E-04  -0.152524E+02
  2055   0.218497E+03   0.514418E+01   0.112130E-04  -0.150834E+02
  2056   0.218363E+03   0.509509E+01   0.111916E-04  -0.149127E+02
  2057   0.218221E+03   0.504683E+01   0.111701E-04  -0.147396E+02
  2058   0.218066E+03   0.499932E+01   0.111487E-04  -0.145663E+02
  2059   0.217903E+03   0.495273E+01   0.111273E-04  -0.143905E+02
  2060   0.217726E+03   0.490682E+01   0.111060E-04  -0.142129E+02
  2061   0.217541E+03   0.486189E+01   0.110847E-04  -0.140345E+02
  2062   0.217343E+03   0.481787E+01   0.110634E-04  -0.138550E+02
  2063   0.217137E+03   0.477469E+01   0.110421E-04  -0.136738E+02
  2064   0.216909E+03   0.473243E+01   0.110209E-04  -0.134917E+02
  2065   0.216674E+03   0.469108E+01   0.109998E-04  -0.133086E+02
  2066   0.216440E+03   0.465064E+01   0.109787E-04  -0.131252E+02
  2067   0.216183E+03   0.461105E+01   0.109576E-04  -0.129401E+02
  2068   0.215912E+03   0.457237E+01   0.109365E-04  -0.127548E+02
  2069   0.215641E+03   0.453469E+01   0.109155E-04  -0.125678E+02
  2070   0.215348E+03   0.449793E+01   0.108945E-04  -0.123813E+02
  2071   0.215048E+03   0.446210E+01   0.108736E-04  -0.121938E+02
  2072   0.214741E+03   0.442726E+01   0.108527E-04  -0.120053E+02
  2073   0.214419E+03   0.439334E+01   0.108319E-04  -0.118166E+02
  2074   0.214089E+03   0.436036E+01   0.108111E-04  -0.116276E+02
  2075   0.213745E+03   0.432829E+01   0.107903E-04  -0.114376E+02
  2076   0.213386E+03   0.429724E+01   0.107696E-04  -0.112475E+02
  2077   0.213027E+03   0.426718E+01   0.107489E-04  -0.110578E+02
  2078   0.212653E+03   0.423806E+01   0.107282E-04  -0.108671E+02
  2079   0.212250E+03   0.420994E+01   0.107076E-04  -0.106769E+02
  2080   0.211861E+03   0.418276E+01   0.106871E-04  -0.104857E+02
  2081   0.211450E+03   0.415666E+01   0.106666E-04  -0.102958E+02
  2082   0.211032E+03   0.413143E+01   0.106461E-04  -0.101048E+02
  2083   0.210606E+03   0.410720E+01   0.106257E-04  -0.991590E+01
  2084   0.210158E+03   0.408407E+01   0.106053E-04  -0.972595E+01
  2085   0.209717E+03   0.406180E+01   0.105850E-04  -0.953575E+01
  2086   0.209254E+03   0.404054E+01   0.105647E-04  -0.934604E+01
  2087   0.208783E+03   0.402030E+01   0.105445E-04  -0.915756E+01
  2088   0.208297E+03   0.400101E+01   0.105243E-04  -0.896957E+01
  2089   0.207811E+03   0.398274E+01   0.105041E-04  -0.878133E+01
  2090   0.207303E+03   0.396541E+01   0.104841E-04  -0.859430E+01
  2091   0.206801E+03   0.394910E+01   0.104640E-04  -0.840777E+01
  2092   0.206278E+03   0.393367E+01   0.104440E-04  -0.822246E+01
  2093   0.205739E+03   0.391927E+01   0.104241E-04  -0.803614E+01
  2094   0.205199E+03   0.390589E+01   0.104042E-04  -0.785180E+01
  2095   0.204652E+03   0.389339E+01   0.103843E-04  -0.766867E+01
  2096   0.204090E+03   0.388199E+01   0.103645E-04  -0.748691E+01
  2097   0.203520E+03   0.387140E+01   0.103448E-04  -0.730556E+01
  2098   0.202942E+03   0.386184E+01   0.103251E-04  -0.712580E+01
  2099   0.202357E+03   0.385317E+01   0.103054E-04  -0.694607E+01
  2100   0.201763E+03   0.384560E+01   0.102859E-04  -0.676867E+01
  2101   0.201154E+03   0.383884E+01   0.102663E-04  -0.659211E+01
  2102   0.200538E+03   0.383305E+01   0.102468E-04  -0.641678E+01
  2103   0.199913E+03   0.382814E+01   0.102274E-04  -0.624289E+01
  2104   0.199288E+03   0.382420E+01   0.102080E-04  -0.607038E+01
  2105   0.198640E+03   0.382108E+01   0.101887E-04  -0.589932E+01
  2106   0.197992E+03   0.381900E+01   0.101694E-04  -0.572979E+01
  2107   0.197336E+03   0.381773E+01   0.101502E-04  -0.556187E+01
  2108   0.196664E+03   0.381736E+01   0.101310E-04  -0.539556E+01
  2109   0.196000E+03   0.381789E+01   0.101119E-04  -0.523088E+01
  2110   0.195320E+03   0.381931E+01   0.100928E-04  -0.506796E+01
