#    L    TT             EE             BB             TE             PP             TP             EP          
  5202   0.108260E+00   0.283176E-02   0.136775E-09  -0.311206E-02   0.117455E-09   0.179813E-07  -0.134940E-10
  5203   0.108011E+00   0.282167E-02   0.135462E-09  -0.310014E-02   0.117365E-09   0.179660E-07  -0.131626E-10
  5204   0.107770E+00   0.281182E-02   0.134160E-09  -0.308809E-02   0.117275E-09   0.179506E-07  -0.128309E-10
  5205   0.107536E+00   0.280196E-02   0.132868E-09  -0.307591E-02   0.117184E-09   0.179352E-07  -0.124989E-10
  5206   0.107287E+00   0.279197E-02   0.131587E-09  -0.306351E-02   0.117094E-09   0.179198E-07  -0.121667E-10
  5207   0.107045E+00   0.278213E-02   0.130317E-09  -0.305084E-02   0.117004E-09   0.179044E-07  -0.118342E-10
  5208   0.106796E+00   0.277215E-02   0.129057E-09  -0.303810E-02   0.116914E-09   0.178889E-07  -0.115014E-10
  5209   0.106540E+00   0.276225E-02   0.127807E-09  -0.302530E-02   0.116824E-09   0.178735E-07  -0.111684E-10
  5210   0.106299E+00   0.275243E-02   0.126568E-09  -0.301215E-02   0.116734E-09   0.178581E-07  -0.108351E-10
  5211   0.106050E+00   0.274254E-02   0.125339E-09  -0.299886E-02   0.116644E-09   0.178426E-07  -0.105016E-10
  5212   0.105801E+00   0.273266E-02   0.124121E-09  -0.298543E-02   0.116555E-09   0.178272E-07  -0.101679E-10
  5213   0.105559E+00   0.272278E-02   0.122913E-09  -0.297172E-02   0.116465E-09   0.178117E-07  -0.983397E-11
  5214   0.105310E+00   0.271306E-02   0.121715E-09  -0.295803E-02   0.116375E-09   0.177962E-07  -0.949983E-11
  5215   0.105054E+00   0.270319E-02   0.120527E-09  -0.294405E-02   0.116286E-09   0.177807E-07  -0.916549E-11
  5216   0.104813E+00   0.269341E-02   0.119349E-09  -0.293001E-02   0.116196E-09   0.177652E-07  -0.883095E-11
  5217   0.104564E+00   0.268370E-02   0.118181E-09  -0.291561E-02   0.116107E-09   0.177497E-07  -0.849624E-11
  5218   0.104322E+00   0.267400E-02   0.117023E-09  -0.290122E-02   0.116017E-09   0.177342E-07  -0.816134E-11
  5219   0.104066E+00   0.266416E-02   0.115875E-09  -0.288662E-02   0.115928E-09   0.177187E-07  -0.782628E-11
  5220   0.103825E+00   0.265455E-02   0.114737E-09  -0.287189E-02   0.115839E-09   0.177031E-07  -0.749107E-11
  5221   0.103561E+00   0.264479E-02   0.113609E-09  -0.285702E-02   0.115750E-09   0.176876E-07  -0.715570E-11
  5222   0.103320E+00   0.263526E-02   0.112490E-09  -0.284209E-02   0.115661E-09   0.176721E-07  -0.682019E-11
  5223   0.103071E+00   0.262559E-02   0.111382E-09  -0.282680E-02   0.115572E-09   0.176565E-07  -0.648454E-11
  5224   0.102815E+00   0.261615E-02   0.110283E-09  -0.281144E-02   0.115483E-09   0.176409E-07  -0.614877E-11
  5225   0.102566E+00   0.260664E-02   0.109193E-09  -0.279603E-02   0.115394E-09   0.176254E-07  -0.581288E-11
  5226   0.102317E+00   0.259713E-02   0.108114E-09  -0.278040E-02   0.115305E-09   0.176098E-07  -0.547688E-11
  5227   0.102061E+00   0.258771E-02   0.107043E-09  -0.276479E-02   0.115217E-09   0.175942E-07  -0.514078E-11
  5228   0.101812E+00   0.257821E-02   0.105982E-09  -0.274889E-02   0.115128E-09   0.175787E-07  -0.480459E-11
  5229   0.101563E+00   0.256887E-02   0.104931E-09  -0.273301E-02   0.115040E-09   0.175631E-07  -0.446831E-11
  5230   0.101307E+00   0.255946E-02   0.103889E-09  -0.271691E-02   0.114951E-09   0.175475E-07  -0.413196E-11
  5231   0.101058E+00   0.255013E-02   0.102856E-09  -0.270068E-02   0.114863E-09   0.175319E-07  -0.379554E-11
  5232   0.100795E+00   0.254080E-02   0.101833E-09  -0.268430E-02   0.114774E-09   0.175163E-07  -0.345906E-11
  5233   0.100539E+00   0.253163E-02   0.100819E-09  -0.266787E-02   0.114686E-09   0.175006E-07  -0.312253E-11
  5234   0.100283E+00   0.252239E-02   0.998139E-10  -0.265137E-02   0.114598E-09   0.174850E-07  -0.278595E-11
  5235   0.100027E+00   0.251315E-02   0.988180E-10  -0.263466E-02   0.114510E-09   0.174694E-07  -0.244934E-11
  5236   0.997704E-01   0.250407E-02   0.978312E-10  -0.261789E-02   0.114422E-09   0.174538E-07  -0.211270E-11
  5237   0.995143E-01   0.249492E-02   0.968535E-10  -0.260106E-02   0.114334E-09   0.174382E-07  -0.177604E-11
  5238   0.992582E-01   0.248592E-02   0.958847E-10  -0.258416E-02   0.114246E-09   0.174225E-07  -0.143938E-11
  5239   0.989947E-01   0.247685E-02   0.949248E-10  -0.256713E-02   0.114158E-09   0.174069E-07  -0.110271E-11
  5240   0.987312E-01   0.246786E-02   0.939738E-10  -0.255003E-02   0.114070E-09   0.173912E-07  -0.766043E-12
  5241   0.984826E-01   0.245895E-02   0.930316E-10  -0.253279E-02   0.113983E-09   0.173756E-07  -0.429394E-12
  5242   0.982191E-01   0.245005E-02   0.920982E-10  -0.251549E-02   0.113895E-09   0.173599E-07  -0.927676E-13
  5243   0.979556E-01   0.244122E-02   0.911735E-10  -0.249820E-02   0.113808E-09   0.173443E-07   0.243828E-12
  5244   0.977070E-01   0.243247E-02   0.902575E-10  -0.248085E-02   0.113720E-09   0.173286E-07   0.580385E-12
  5245   0.974361E-01   0.242373E-02   0.893501E-10  -0.246328E-02   0.113633E-09   0.173130E-07   0.916894E-12
  5246   0.971801E-01   0.241499E-02   0.884513E-10  -0.244573E-02   0.113546E-09   0.172973E-07   0.125335E-11
  5247   0.969241E-01   0.240641E-02   0.875610E-10  -0.242811E-02   0.113458E-09   0.172817E-07   0.158974E-11
  5248   0.966533E-01   0.239783E-02   0.866791E-10  -0.241050E-02   0.113371E-09   0.172660E-07   0.192606E-11
  5249   0.963973E-01   0.238933E-02   0.858057E-10  -0.239275E-02   0.113284E-09   0.172503E-07   0.226230E-11
  5250   0.961339E-01   0.238083E-02   0.849406E-10  -0.237494E-02   0.113197E-09   0.172347E-07   0.259844E-11
  5251   0.958705E-01   0.237241E-02   0.840839E-10  -0.235707E-02   0.113110E-09   0.172190E-07   0.293450E-11
  5252   0.955997E-01   0.236400E-02   0.832354E-10  -0.233927E-02   0.113023E-09   0.172033E-07   0.327044E-11
  5253   0.953438E-01   0.235566E-02   0.823951E-10  -0.232134E-02   0.112936E-09   0.171876E-07   0.360628E-11
  5254   0.950805E-01   0.234748E-02   0.815630E-10  -0.230335E-02   0.112850E-09   0.171720E-07   0.394199E-11
  5255   0.948097E-01   0.233916E-02   0.807390E-10  -0.228536E-02   0.112763E-09   0.171563E-07   0.427758E-11
  5256   0.945538E-01   0.233106E-02   0.799231E-10  -0.226746E-02   0.112676E-09   0.171406E-07   0.461302E-11
  5257   0.942831E-01   0.232289E-02   0.791152E-10  -0.224949E-02   0.112590E-09   0.171250E-07   0.494832E-11
  5258   0.940198E-01   0.231487E-02   0.783152E-10  -0.223146E-02   0.112503E-09   0.171093E-07   0.528346E-11
  5259   0.937490E-01   0.230678E-02   0.775232E-10  -0.221344E-02   0.112417E-09   0.170936E-07   0.561845E-11
  5260   0.934858E-01   0.229892E-02   0.767390E-10  -0.219543E-02   0.112331E-09   0.170779E-07   0.595326E-11
  5261   0.932225E-01   0.229106E-02   0.759627E-10  -0.217742E-02   0.112245E-09   0.170622E-07   0.628789E-11
  5262   0.929592E-01   0.228314E-02   0.751941E-10  -0.215943E-02   0.112158E-09   0.170466E-07   0.662233E-11
  5263   0.926886E-01   0.227544E-02   0.744332E-10  -0.214137E-02   0.112072E-09   0.170309E-07   0.695658E-11
  5264   0.924179E-01   0.226774E-02   0.736799E-10  -0.212339E-02   0.111986E-09   0.170152E-07   0.729063E-11
  5265   0.921473E-01   0.226005E-02   0.729343E-10  -0.210527E-02   0.111900E-09   0.169996E-07   0.762446E-11
  5266   0.918840E-01   0.225251E-02   0.721962E-10  -0.208739E-02   0.111815E-09   0.169839E-07   0.795807E-11
  5267   0.916208E-01   0.224497E-02   0.714656E-10  -0.206936E-02   0.111729E-09   0.169682E-07   0.829146E-11
  5268   0.913428E-01   0.223751E-02   0.707425E-10  -0.205142E-02   0.111643E-09   0.169526E-07   0.862460E-11
  5269   0.910796E-01   0.223013E-02   0.700268E-10  -0.203348E-02   0.111557E-09   0.169369E-07   0.895750E-11
  5270   0.908090E-01   0.222276E-02   0.693185E-10  -0.201563E-02   0.111472E-09   0.169212E-07   0.929015E-11
  5271   0.905310E-01   0.221546E-02   0.686174E-10  -0.199779E-02   0.111386E-09   0.169056E-07   0.962254E-11
  5272   0.902679E-01   0.220824E-02   0.679237E-10  -0.197995E-02   0.111301E-09   0.168899E-07   0.995465E-11
  5273   0.899974E-01   0.220117E-02   0.672371E-10  -0.196220E-02   0.111215E-09   0.168743E-07   0.102865E-10
  5274   0.897343E-01   0.219403E-02   0.665577E-10  -0.194445E-02   0.111130E-09   0.168586E-07   0.106180E-10
  5275   0.894637E-01   0.218697E-02   0.658853E-10  -0.192679E-02   0.111045E-09   0.168429E-07   0.109493E-10
  5276   0.892006E-01   0.217998E-02   0.652201E-10  -0.190913E-02   0.110960E-09   0.168273E-07   0.112803E-10
  5277   0.889301E-01   0.217307E-02   0.645618E-10  -0.189163E-02   0.110875E-09   0.168117E-07   0.116109E-10
  5278   0.886522E-01   0.216617E-02   0.639105E-10  -0.187414E-02   0.110790E-09   0.167960E-07   0.119412E-10
  5279   0.883818E-01   0.215949E-02   0.632660E-10  -0.185666E-02   0.110705E-09   0.167804E-07   0.122712E-10
  5280   0.881113E-01   0.215274E-02   0.626285E-10  -0.183933E-02   0.110620E-09   0.167648E-07   0.126009E-10
  5281   0.878483E-01   0.214607E-02   0.619977E-10  -0.182208E-02   0.110535E-09   0.167491E-07   0.129302E-10
  5282   0.875704E-01   0.213955E-02   0.613737E-10  -0.180484E-02   0.110450E-09   0.167335E-07   0.132592E-10
  5283   0.873000E-01   0.213296E-02   0.607564E-10  -0.178769E-02   0.110366E-09   0.167179E-07   0.135878E-10
  5284   0.870370E-01   0.212652E-02   0.601457E-10  -0.177061E-02   0.110281E-09   0.167023E-07   0.139160E-10
  5285   0.867592E-01   0.212016E-02   0.595416E-10  -0.175369E-02   0.110197E-09   0.166867E-07   0.142439E-10
  5286   0.864888E-01   0.211380E-02   0.589441E-10  -0.173685E-02   0.110112E-09   0.166711E-07   0.145713E-10
  5287   0.862259E-01   0.210745E-02   0.583531E-10  -0.172009E-02   0.110028E-09   0.166555E-07   0.148984E-10
  5288   0.859555E-01   0.210132E-02   0.577685E-10  -0.170349E-02   0.109944E-09   0.166399E-07   0.152251E-10
  5289   0.856778E-01   0.209519E-02   0.571903E-10  -0.168682E-02   0.109859E-09   0.166243E-07   0.155514E-10
  5290   0.854074E-01   0.208906E-02   0.566184E-10  -0.167037E-02   0.109775E-09   0.166087E-07   0.158772E-10
  5291   0.851446E-01   0.208302E-02   0.560529E-10  -0.165401E-02   0.109691E-09   0.165931E-07   0.162026E-10
  5292   0.848668E-01   0.207704E-02   0.554936E-10  -0.163781E-02   0.109607E-09   0.165776E-07   0.165276E-10
  5293   0.845966E-01   0.207122E-02   0.549405E-10  -0.162168E-02   0.109523E-09   0.165620E-07   0.168522E-10
  5294   0.843337E-01   0.206533E-02   0.543935E-10  -0.160571E-02   0.109440E-09   0.165465E-07   0.171763E-10
  5295   0.840560E-01   0.205952E-02   0.538526E-10  -0.158989E-02   0.109356E-09   0.165309E-07   0.174999E-10
  5296   0.837932E-01   0.205378E-02   0.533178E-10  -0.157408E-02   0.109272E-09   0.165154E-07   0.178231E-10
  5297   0.835230E-01   0.204820E-02   0.527889E-10  -0.155843E-02   0.109188E-09   0.164999E-07   0.181457E-10
  5298   0.832454E-01   0.204254E-02   0.522660E-10  -0.154300E-02   0.109105E-09   0.164843E-07   0.184679E-10
  5299   0.829826E-01   0.203703E-02   0.517490E-10  -0.152758E-02   0.109021E-09   0.164688E-07   0.187897E-10
  5300   0.827124E-01   0.203153E-02   0.512378E-10  -0.151239E-02   0.108938E-09   0.164533E-07   0.191109E-10
  5301   0.824423E-01   0.202610E-02   0.507325E-10  -0.149735E-02   0.108855E-09   0.164378E-07   0.194316E-10
  5302   0.821721E-01   0.202082E-02   0.502328E-10  -0.148232E-02   0.108771E-09   0.164223E-07   0.197518E-10
  5303   0.819020E-01   0.201554E-02   0.497389E-10  -0.146759E-02   0.108688E-09   0.164068E-07   0.200714E-10
  5304   0.816318E-01   0.201027E-02   0.492505E-10  -0.145294E-02   0.108605E-09   0.163914E-07   0.203906E-10
  5305   0.813617E-01   0.200508E-02   0.487678E-10  -0.143837E-02   0.108522E-09   0.163759E-07   0.207091E-10
  5306   0.810916E-01   0.199996E-02   0.482906E-10  -0.142402E-02   0.108439E-09   0.163604E-07   0.210272E-10
  5307   0.808216E-01   0.199491E-02   0.478189E-10  -0.140976E-02   0.108356E-09   0.163450E-07   0.213446E-10
  5308   0.805515E-01   0.198987E-02   0.473526E-10  -0.139572E-02   0.108273E-09   0.163296E-07   0.216616E-10
  5309   0.802963E-01   0.198498E-02   0.468917E-10  -0.138191E-02   0.108190E-09   0.163141E-07   0.219779E-10
  5310   0.800189E-01   0.198009E-02   0.464362E-10  -0.136818E-02   0.108108E-09   0.162987E-07   0.222936E-10
  5311   0.797563E-01   0.197535E-02   0.459859E-10  -0.135453E-02   0.108025E-09   0.162833E-07   0.226088E-10
  5312   0.794937E-01   0.197054E-02   0.455409E-10  -0.134126E-02   0.107942E-09   0.162679E-07   0.229234E-10
  5313   0.792237E-01   0.196580E-02   0.451010E-10  -0.132807E-02   0.107860E-09   0.162525E-07   0.232373E-10
  5314   0.789612E-01   0.196115E-02   0.446663E-10  -0.131502E-02   0.107778E-09   0.162372E-07   0.235507E-10
  5315   0.786987E-01   0.195656E-02   0.442366E-10  -0.130206E-02   0.107695E-09   0.162218E-07   0.238634E-10
  5316   0.784362E-01   0.195198E-02   0.438120E-10  -0.128940E-02   0.107613E-09   0.162064E-07   0.241754E-10
  5317   0.781737E-01   0.194748E-02   0.433924E-10  -0.127681E-02   0.107531E-09   0.161911E-07   0.244869E-10
  5318   0.779038E-01   0.194305E-02   0.429777E-10  -0.126453E-02   0.107449E-09   0.161758E-07   0.247977E-10
  5319   0.776413E-01   0.193862E-02   0.425679E-10  -0.125233E-02   0.107366E-09   0.161605E-07   0.251078E-10
  5320   0.773789E-01   0.193419E-02   0.421629E-10  -0.124028E-02   0.107284E-09   0.161452E-07   0.254173E-10
  5321   0.771164E-01   0.192992E-02   0.417627E-10  -0.122845E-02   0.107203E-09   0.161299E-07   0.257261E-10
  5322   0.768540E-01   0.192564E-02   0.413672E-10  -0.121685E-02   0.107121E-09   0.161146E-07   0.260342E-10
  5323   0.765916E-01   0.192159E-02   0.409764E-10  -0.120541E-02   0.107039E-09   0.160993E-07   0.263416E-10
  5324   0.763285E-01   0.191740E-02   0.405902E-10  -0.119419E-02   0.106957E-09   0.160841E-07   0.266483E-10
  5325   0.760706E-01   0.191327E-02   0.402086E-10  -0.118312E-02   0.106876E-09   0.160688E-07   0.269543E-10
  5326   0.758127E-01   0.190930E-02   0.398315E-10  -0.117228E-02   0.106794E-09   0.160536E-07   0.272596E-10
  5327   0.755548E-01   0.190526E-02   0.394589E-10  -0.116159E-02   0.106713E-09   0.160384E-07   0.275642E-10
  5328   0.752903E-01   0.190136E-02   0.390907E-10  -0.115105E-02   0.106631E-09   0.160232E-07   0.278681E-10
  5329   0.750399E-01   0.189747E-02   0.387269E-10  -0.114081E-02   0.106550E-09   0.160080E-07   0.281712E-10
  5330   0.747828E-01   0.189358E-02   0.383674E-10  -0.113073E-02   0.106469E-09   0.159928E-07   0.284735E-10
  5331   0.745257E-01   0.188976E-02   0.380122E-10  -0.112087E-02   0.106387E-09   0.159776E-07   0.287751E-10
  5332   0.742680E-01   0.188609E-02   0.376612E-10  -0.111108E-02   0.106306E-09   0.159625E-07   0.290760E-10
  5333   0.740184E-01   0.188235E-02   0.373144E-10  -0.110160E-02   0.106225E-09   0.159474E-07   0.293760E-10
  5334   0.737613E-01   0.187861E-02   0.369717E-10  -0.109227E-02   0.106144E-09   0.159322E-07   0.296753E-10
  5335   0.735036E-01   0.187494E-02   0.366331E-10  -0.108309E-02   0.106063E-09   0.159171E-07   0.299738E-10
  5336   0.732541E-01   0.187135E-02   0.362985E-10  -0.107413E-02   0.105982E-09   0.159020E-07   0.302715E-10
  5337   0.730045E-01   0.186784E-02   0.359679E-10  -0.106548E-02   0.105902E-09   0.158870E-07   0.305684E-10
  5338   0.727520E-01   0.186433E-02   0.356411E-10  -0.105697E-02   0.105821E-09   0.158719E-07   0.308645E-10
  5339   0.725018E-01   0.186081E-02   0.353183E-10  -0.104862E-02   0.105740E-09   0.158569E-07   0.311597E-10
  5340   0.722523E-01   0.185737E-02   0.349993E-10  -0.104049E-02   0.105660E-09   0.158419E-07   0.314541E-10
  5341   0.720044E-01   0.185401E-02   0.346840E-10  -0.103266E-02   0.105579E-09   0.158268E-07   0.317477E-10
  5342   0.717571E-01   0.185058E-02   0.343725E-10  -0.102491E-02   0.105499E-09   0.158118E-07   0.320405E-10
  5343   0.715107E-01   0.184729E-02   0.340646E-10  -0.101746E-02   0.105418E-09   0.157969E-07   0.323323E-10
  5344   0.712643E-01   0.184393E-02   0.337604E-10  -0.101008E-02   0.105338E-09   0.157819E-07   0.326234E-10
  5345   0.710201E-01   0.184071E-02   0.334597E-10  -0.100300E-02   0.105258E-09   0.157670E-07   0.329135E-10
  5346   0.707752E-01   0.183750E-02   0.331625E-10  -0.996069E-03   0.105178E-09   0.157520E-07   0.332028E-10
  5347   0.705310E-01   0.183429E-02   0.328688E-10  -0.989365E-03   0.105098E-09   0.157371E-07   0.334912E-10
  5348   0.702898E-01   0.183108E-02   0.325785E-10  -0.982811E-03   0.105018E-09   0.157222E-07   0.337786E-10
  5349   0.700479E-01   0.182802E-02   0.322915E-10  -0.976555E-03   0.104938E-09   0.157074E-07   0.340652E-10
  5350   0.698076E-01   0.182496E-02   0.320079E-10  -0.970449E-03   0.104858E-09   0.156925E-07   0.343509E-10
  5351   0.695672E-01   0.182182E-02   0.317276E-10  -0.964567E-03   0.104778E-09   0.156777E-07   0.346356E-10
  5352   0.693291E-01   0.181876E-02   0.314504E-10  -0.958910E-03   0.104699E-09   0.156629E-07   0.349194E-10
  5353   0.690910E-01   0.181570E-02   0.311764E-10  -0.953327E-03   0.104619E-09   0.156480E-07   0.352023E-10
  5354   0.688544E-01   0.181271E-02   0.309055E-10  -0.948043E-03   0.104539E-09   0.156333E-07   0.354842E-10
  5355   0.686186E-01   0.180980E-02   0.306377E-10  -0.942908E-03   0.104460E-09   0.156185E-07   0.357652E-10
  5356   0.683842E-01   0.180681E-02   0.303729E-10  -0.937997E-03   0.104380E-09   0.156038E-07   0.360452E-10
  5357   0.681499E-01   0.180390E-02   0.301111E-10  -0.933235E-03   0.104301E-09   0.155890E-07   0.363243E-10
  5358   0.679179E-01   0.180106E-02   0.298521E-10  -0.928771E-03   0.104222E-09   0.155743E-07   0.366024E-10
  5359   0.676866E-01   0.179815E-02   0.295961E-10  -0.924455E-03   0.104143E-09   0.155596E-07   0.368794E-10
  5360   0.674553E-01   0.179531E-02   0.293428E-10  -0.920289E-03   0.104063E-09   0.155450E-07   0.371555E-10
  5361   0.672270E-01   0.179248E-02   0.290923E-10  -0.916346E-03   0.103984E-09   0.155303E-07   0.374306E-10
  5362   0.669980E-01   0.178964E-02   0.288445E-10  -0.912627E-03   0.103905E-09   0.155157E-07   0.377046E-10
  5363   0.667705E-01   0.178695E-02   0.285993E-10  -0.909130E-03   0.103826E-09   0.155011E-07   0.379777E-10
  5364   0.665444E-01   0.178411E-02   0.283568E-10  -0.905708E-03   0.103748E-09   0.154865E-07   0.382497E-10
  5365   0.663192E-01   0.178142E-02   0.281168E-10  -0.902582E-03   0.103669E-09   0.154719E-07   0.385207E-10
  5366   0.660955E-01   0.177865E-02   0.278793E-10  -0.899531E-03   0.103590E-09   0.154574E-07   0.387906E-10
  5367   0.658725E-01   0.177596E-02   0.276443E-10  -0.896703E-03   0.103511E-09   0.154429E-07   0.390595E-10
  5368   0.656510E-01   0.177327E-02   0.274116E-10  -0.894097E-03   0.103433E-09   0.154284E-07   0.393273E-10
  5369   0.654303E-01   0.177058E-02   0.271814E-10  -0.891640E-03   0.103354E-09   0.154139E-07   0.395941E-10
  5370   0.652111E-01   0.176789E-02   0.269534E-10  -0.889479E-03   0.103276E-09   0.153994E-07   0.398598E-10
  5371   0.649934E-01   0.176527E-02   0.267277E-10  -0.887392E-03   0.103198E-09   0.153850E-07   0.401244E-10
  5372   0.647765E-01   0.176265E-02   0.265041E-10  -0.885527E-03   0.103119E-09   0.153706E-07   0.403879E-10
  5373   0.645603E-01   0.175995E-02   0.262828E-10  -0.883810E-03   0.103041E-09   0.153562E-07   0.406502E-10
  5374   0.643464E-01   0.175733E-02   0.260635E-10  -0.882241E-03   0.102963E-09   0.153418E-07   0.409115E-10
  5375   0.641332E-01   0.175471E-02   0.258463E-10  -0.880894E-03   0.102885E-09   0.153275E-07   0.411717E-10
  5376   0.639208E-01   0.175216E-02   0.256310E-10  -0.879695E-03   0.102807E-09   0.153131E-07   0.414307E-10
  5377   0.637100E-01   0.174954E-02   0.254178E-10  -0.878643E-03   0.102729E-09   0.152988E-07   0.416886E-10
  5378   0.635006E-01   0.174699E-02   0.252064E-10  -0.877813E-03   0.102651E-09   0.152846E-07   0.419454E-10
