#    L    TT             EE             TE             PP             TP          
  3908   0.271144E+01   0.102308E+00  -0.181157E+00   0.147948E+05   0.923075E+00
  3909   0.270789E+01   0.101858E+00  -0.180980E+00   0.147834E+05   0.921851E+00
  3910   0.270457E+01   0.101400E+00  -0.180780E+00   0.147720E+05   0.920621E+00
  3911   0.270103E+01   0.100941E+00  -0.180548E+00   0.147606E+05   0.919386E+00
  3912   0.269750E+01   0.100482E+00  -0.180315E+00   0.147492E+05   0.918145E+00
  3913   0.269383E+01   0.100014E+00  -0.180059E+00   0.147378E+05   0.916898E+00
  3914   0.269024E+01   0.995524E-01  -0.179786E+00   0.147265E+05   0.915646E+00
  3915   0.268665E+01   0.990829E-01  -0.179475E+00   0.147151E+05   0.914389E+00
  3916   0.268293E+01   0.986201E-01  -0.179170E+00   0.147038E+05   0.913127E+00
  3917   0.267936E+01   0.981566E-01  -0.178833E+00   0.146924E+05   0.911859E+00
  3918   0.267565E+01   0.976848E-01  -0.178480E+00   0.146811E+05   0.910587E+00
  3919   0.267203E+01   0.972197E-01  -0.178111E+00   0.146698E+05   0.909309E+00
  3920   0.266833E+01   0.967465E-01  -0.177725E+00   0.146585E+05   0.908027E+00
  3921   0.266464E+01   0.962726E-01  -0.177323E+00   0.146472E+05   0.906739E+00
  3922   0.266088E+01   0.958054E-01  -0.176897E+00   0.146359E+05   0.905447E+00
  3923   0.265720E+01   0.953300E-01  -0.176454E+00   0.146246E+05   0.904150E+00
  3924   0.265345E+01   0.948540E-01  -0.175994E+00   0.146133E+05   0.902848E+00
  3925   0.264956E+01   0.943921E-01  -0.175518E+00   0.146020E+05   0.901541E+00
  3926   0.264582E+01   0.939147E-01  -0.175017E+00   0.145908E+05   0.900230E+00
  3927   0.264194E+01   0.934440E-01  -0.174500E+00   0.145795E+05   0.898915E+00
  3928   0.263799E+01   0.929653E-01  -0.173974E+00   0.145683E+05   0.897595E+00
  3929   0.263419E+01   0.924933E-01  -0.173423E+00   0.145571E+05   0.896270E+00
  3930   0.263025E+01   0.920207E-01  -0.172862E+00   0.145458E+05   0.894942E+00
  3931   0.262624E+01   0.915474E-01  -0.172278E+00   0.145346E+05   0.893609E+00
  3932   0.262230E+01   0.910736E-01  -0.171676E+00   0.145234E+05   0.892272E+00
  3933   0.261822E+01   0.905991E-01  -0.171065E+00   0.145122E+05   0.890930E+00
  3934   0.261415E+01   0.901314E-01  -0.170437E+00   0.145010E+05   0.889585E+00
  3935   0.261015E+01   0.896557E-01  -0.169784E+00   0.144899E+05   0.888236E+00
  3936   0.260608E+01   0.891868E-01  -0.169129E+00   0.144787E+05   0.886883E+00
  3937   0.260179E+01   0.887248E-01  -0.168456E+00   0.144675E+05   0.885526E+00
  3938   0.259765E+01   0.882547E-01  -0.167737E+00   0.144564E+05   0.884165E+00
  3939   0.259337E+01   0.877841E-01  -0.167031E+00   0.144452E+05   0.882801E+00
  3940   0.258908E+01   0.873204E-01  -0.166321E+00   0.144341E+05   0.881433E+00
  3941   0.258480E+01   0.868635E-01  -0.165587E+00   0.144230E+05   0.880061E+00
  3942   0.258052E+01   0.863987E-01  -0.164836E+00   0.144119E+05   0.878686E+00
  3943   0.257610E+01   0.859407E-01  -0.164067E+00   0.144008E+05   0.877307E+00
  3944   0.257160E+01   0.854748E-01  -0.163289E+00   0.143897E+05   0.875925E+00
  3945   0.256717E+01   0.850159E-01  -0.162492E+00   0.143786E+05   0.874540E+00
  3946   0.256260E+01   0.845638E-01  -0.161686E+00   0.143675E+05   0.873151E+00
  3947   0.255811E+01   0.841112E-01  -0.160862E+00   0.143564E+05   0.871759E+00
  3948   0.255354E+01   0.836582E-01  -0.160021E+00   0.143454E+05   0.870365E+00
  3949   0.254882E+01   0.832046E-01  -0.159176E+00   0.143343E+05   0.868967E+00
  3950   0.254417E+01   0.827655E-01  -0.158307E+00   0.143233E+05   0.867566E+00
  3951   0.253946E+01   0.823110E-01  -0.157434E+00   0.143122E+05   0.866162E+00
  3952   0.253474E+01   0.818635E-01  -0.156552E+00   0.143012E+05   0.864755E+00
  3953   0.252987E+01   0.814304E-01  -0.155644E+00   0.142902E+05   0.863346E+00
  3954   0.252507E+01   0.809746E-01  -0.154733E+00   0.142792E+05   0.861934E+00
  3955   0.252021E+01   0.805407E-01  -0.153813E+00   0.142682E+05   0.860519E+00
  3956   0.251526E+01   0.801064E-01  -0.152881E+00   0.142572E+05   0.859102E+00
  3957   0.251032E+01   0.796791E-01  -0.151940E+00   0.142462E+05   0.857683E+00
  3958   0.250522E+01   0.792515E-01  -0.150974E+00   0.142352E+05   0.856261E+00
  3959   0.250012E+01   0.788197E-01  -0.150004E+00   0.142243E+05   0.854837E+00
  3960   0.249502E+01   0.783959E-01  -0.149040E+00   0.142133E+05   0.853411E+00
  3961   0.248985E+01   0.779776E-01  -0.148058E+00   0.142024E+05   0.851982E+00
  3962   0.248467E+01   0.775619E-01  -0.147051E+00   0.141914E+05   0.850552E+00
  3963   0.247942E+01   0.771527E-01  -0.146041E+00   0.141805E+05   0.849120E+00
  3964   0.247417E+01   0.767439E-01  -0.145036E+00   0.141696E+05   0.847686E+00
  3965   0.246884E+01   0.763341E-01  -0.144020E+00   0.141587E+05   0.846250E+00
  3966   0.246343E+01   0.759315E-01  -0.142995E+00   0.141477E+05   0.844812E+00
  3967   0.245802E+01   0.755360E-01  -0.141952E+00   0.141369E+05   0.843373E+00
  3968   0.245253E+01   0.751329E-01  -0.140914E+00   0.141260E+05   0.841932E+00
  3969   0.244696E+01   0.747377E-01  -0.139866E+00   0.141151E+05   0.840490E+00
  3970   0.244147E+01   0.743482E-01  -0.138808E+00   0.141042E+05   0.839047E+00
  3971   0.243582E+01   0.739608E-01  -0.137747E+00   0.140934E+05   0.837603E+00
  3972   0.243017E+01   0.735769E-01  -0.136676E+00   0.140825E+05   0.836157E+00
  3973   0.242444E+01   0.731966E-01  -0.135603E+00   0.140717E+05   0.834710E+00
  3974   0.241871E+01   0.728206E-01  -0.134520E+00   0.140608E+05   0.833262E+00
  3975   0.241290E+01   0.724489E-01  -0.133434E+00   0.140500E+05   0.831813E+00
  3976   0.240716E+01   0.720800E-01  -0.132345E+00   0.140392E+05   0.830364E+00
  3977   0.240120E+01   0.717162E-01  -0.131254E+00   0.140284E+05   0.828913E+00
  3978   0.239537E+01   0.713560E-01  -0.130146E+00   0.140176E+05   0.827462E+00
  3979   0.238932E+01   0.709995E-01  -0.129050E+00   0.140068E+05   0.826011E+00
  3980   0.238334E+01   0.706481E-01  -0.127937E+00   0.139960E+05   0.824559E+00
  3981   0.237728E+01   0.702996E-01  -0.126836E+00   0.139852E+05   0.823106E+00
  3982   0.237114E+01   0.699555E-01  -0.125725E+00   0.139744E+05   0.821653E+00
  3983   0.236507E+01   0.696151E-01  -0.124604E+00   0.139637E+05   0.820200E+00
  3984   0.235885E+01   0.692791E-01  -0.123489E+00   0.139529E+05   0.818747E+00
  3985   0.235262E+01   0.689476E-01  -0.122371E+00   0.139422E+05   0.817293E+00
  3986   0.234638E+01   0.686198E-01  -0.121250E+00   0.139314E+05   0.815840E+00
  3987   0.234007E+01   0.682965E-01  -0.120127E+00   0.139207E+05   0.814387E+00
  3988   0.233367E+01   0.679784E-01  -0.119010E+00   0.139100E+05   0.812933E+00
  3989   0.232734E+01   0.676633E-01  -0.117882E+00   0.138993E+05   0.811481E+00
  3990   0.232093E+01   0.673528E-01  -0.116760E+00   0.138886E+05   0.810028E+00
  3991   0.231445E+01   0.670468E-01  -0.115628E+00   0.138779E+05   0.808576E+00
  3992   0.230795E+01   0.667453E-01  -0.114508E+00   0.138672E+05   0.807124E+00
  3993   0.230137E+01   0.664492E-01  -0.113386E+00   0.138565E+05   0.805673E+00
  3994   0.229486E+01   0.661561E-01  -0.112269E+00   0.138459E+05   0.804223E+00
  3995   0.228820E+01   0.658684E-01  -0.111150E+00   0.138352E+05   0.802773E+00
  3996   0.228152E+01   0.655852E-01  -0.110021E+00   0.138246E+05   0.801324E+00
  3997   0.227484E+01   0.653052E-01  -0.108898E+00   0.138139E+05   0.799876E+00
  3998   0.226800E+01   0.650313E-01  -0.107802E+00   0.138033E+05   0.798429E+00
  3999   0.226123E+01   0.647613E-01  -0.106689E+00   0.137927E+05   0.796983E+00
  4000   0.225446E+01   0.644960E-01  -0.105559E+00   0.137821E+05   0.795538E+00
  4001   0.224759E+01   0.642346E-01  -0.104456E+00   0.137715E+05   0.794095E+00
  4002   0.224080E+01   0.639793E-01  -0.103344E+00   0.137609E+05   0.792653E+00
  4003   0.223385E+01   0.637280E-01  -0.102244E+00   0.137503E+05   0.791212E+00
  4004   0.222689E+01   0.634799E-01  -0.101143E+00   0.137397E+05   0.789773E+00
  4005   0.221999E+01   0.632373E-01  -0.100047E+00   0.137291E+05   0.788335E+00
  4006   0.221302E+01   0.629993E-01  -0.989489E-01   0.137185E+05   0.786899E+00
  4007   0.220589E+01   0.627653E-01  -0.978713E-01   0.137080E+05   0.785465E+00
  4008   0.219882E+01   0.625361E-01  -0.967695E-01   0.136974E+05   0.784032E+00
  4009   0.219167E+01   0.623116E-01  -0.956956E-01   0.136869E+05   0.782601E+00
  4010   0.218459E+01   0.620918E-01  -0.946199E-01   0.136764E+05   0.781173E+00
  4011   0.217735E+01   0.618760E-01  -0.935722E-01   0.136658E+05   0.779746E+00
  4012   0.217017E+01   0.616657E-01  -0.925154E-01   0.136553E+05   0.778322E+00
  4013   0.216299E+01   0.614587E-01  -0.914643E-01   0.136448E+05   0.776900E+00
  4014   0.215580E+01   0.612564E-01  -0.904191E-01   0.136343E+05   0.775480E+00
  4015   0.214853E+01   0.610589E-01  -0.893798E-01   0.136238E+05   0.774063E+00
  4016   0.214125E+01   0.608655E-01  -0.883463E-01   0.136133E+05   0.772648E+00
  4017   0.213396E+01   0.606761E-01  -0.873189E-01   0.136029E+05   0.771235E+00
  4018   0.212666E+01   0.604916E-01  -0.863048E-01   0.135924E+05   0.769825E+00
  4019   0.211928E+01   0.603110E-01  -0.852968E-01   0.135819E+05   0.768418E+00
  4020   0.211190E+01   0.601353E-01  -0.842875E-01   0.135715E+05   0.767014E+00
  4021   0.210450E+01   0.599637E-01  -0.832917E-01   0.135611E+05   0.765613E+00
  4022   0.209717E+01   0.597947E-01  -0.823096E-01   0.135506E+05   0.764215E+00
  4023   0.208968E+01   0.596312E-01  -0.813337E-01   0.135402E+05   0.762819E+00
  4024   0.208226E+01   0.594726E-01  -0.803492E-01   0.135298E+05   0.761427E+00
  4025   0.207483E+01   0.593174E-01  -0.793992E-01   0.135194E+05   0.760038E+00
  4026   0.206732E+01   0.591693E-01  -0.784496E-01   0.135090E+05   0.758653E+00
  4027   0.205973E+01   0.590215E-01  -0.775005E-01   0.134986E+05   0.757271E+00
  4028   0.205228E+01   0.588801E-01  -0.765683E-01   0.134882E+05   0.755892E+00
  4029   0.204474E+01   0.587414E-01  -0.756515E-01   0.134778E+05   0.754517E+00
  4030   0.203720E+01   0.586083E-01  -0.747345E-01   0.134675E+05   0.753145E+00
  4031   0.202972E+01   0.584772E-01  -0.738337E-01   0.134571E+05   0.751778E+00
  4032   0.202208E+01   0.583517E-01  -0.729411E-01   0.134467E+05   0.750414E+00
  4033   0.201459E+01   0.582289E-01  -0.720566E-01   0.134364E+05   0.749053E+00
  4034   0.200701E+01   0.581109E-01  -0.711878E-01   0.134261E+05   0.747697E+00
  4035   0.199950E+01   0.579957E-01  -0.703257E-01   0.134157E+05   0.746345E+00
  4036   0.199191E+01   0.578855E-01  -0.694764E-01   0.134054E+05   0.744997E+00
  4037   0.198431E+01   0.577779E-01  -0.686383E-01   0.133951E+05   0.743654E+00
  4038   0.197670E+01   0.576746E-01  -0.678117E-01   0.133848E+05   0.742314E+00
  4039   0.196915E+01   0.575755E-01  -0.669971E-01   0.133745E+05   0.740979E+00
  4040   0.196152E+01   0.574791E-01  -0.661940E-01   0.133642E+05   0.739649E+00
  4041   0.195396E+01   0.573862E-01  -0.654017E-01   0.133540E+05   0.738323E+00
  4042   0.194640E+01   0.572975E-01  -0.646216E-01   0.133437E+05   0.737001E+00
  4043   0.193882E+01   0.572124E-01  -0.638538E-01   0.133334E+05   0.735685E+00
  4044   0.193123E+01   0.571300E-01  -0.630984E-01   0.133232E+05   0.734373E+00
  4045   0.192357E+01   0.570511E-01  -0.623547E-01   0.133129E+05   0.733066E+00
  4046   0.191604E+01   0.569758E-01  -0.616234E-01   0.133027E+05   0.731764E+00
  4047   0.190843E+01   0.569040E-01  -0.609046E-01   0.132925E+05   0.730467E+00
  4048   0.190088E+01   0.568357E-01  -0.601983E-01   0.132822E+05   0.729175E+00
  4049   0.189326E+01   0.567702E-01  -0.595046E-01   0.132720E+05   0.727889E+00
  4050   0.188570E+01   0.567083E-01  -0.588243E-01   0.132618E+05   0.726607E+00
  4051   0.187813E+01   0.566485E-01  -0.581559E-01   0.132516E+05   0.725332E+00
  4052   0.187070E+01   0.565923E-01  -0.575017E-01   0.132414E+05   0.724061E+00
  4053   0.186319E+01   0.565388E-01  -0.568588E-01   0.132313E+05   0.722796E+00
  4054   0.185552E+01   0.564882E-01  -0.562301E-01   0.132211E+05   0.721536E+00
  4055   0.184799E+01   0.564404E-01  -0.556142E-01   0.132109E+05   0.720282E+00
  4056   0.184046E+01   0.563961E-01  -0.550112E-01   0.132008E+05   0.719033E+00
  4057   0.183299E+01   0.563538E-01  -0.544217E-01   0.131906E+05   0.717790E+00
  4058   0.182544E+01   0.563152E-01  -0.538437E-01   0.131805E+05   0.716552E+00
  4059   0.181796E+01   0.562785E-01  -0.532816E-01   0.131703E+05   0.715319E+00
  4060   0.181047E+01   0.562439E-01  -0.527339E-01   0.131602E+05   0.714092E+00
  4061   0.180305E+01   0.562121E-01  -0.521970E-01   0.131501E+05   0.712870E+00
  4062   0.179562E+01   0.561831E-01  -0.516739E-01   0.131400E+05   0.711654E+00
  4063   0.178818E+01   0.561561E-01  -0.511645E-01   0.131299E+05   0.710444E+00
  4064   0.178074E+01   0.561312E-01  -0.506683E-01   0.131198E+05   0.709239E+00
  4065   0.177344E+01   0.561083E-01  -0.501859E-01   0.131097E+05   0.708039E+00
  4066   0.176605E+01   0.560881E-01  -0.497160E-01   0.130996E+05   0.706845E+00
  4067   0.175874E+01   0.560700E-01  -0.492607E-01   0.130896E+05   0.705656E+00
  4068   0.175142E+01   0.560531E-01  -0.488179E-01   0.130795E+05   0.704473E+00
  4069   0.174417E+01   0.560382E-01  -0.483891E-01   0.130694E+05   0.703296E+00
  4070   0.173691E+01   0.560261E-01  -0.479728E-01   0.130594E+05   0.702124E+00
  4071   0.172972E+01   0.560146E-01  -0.475699E-01   0.130494E+05   0.700958E+00
  4072   0.172245E+01   0.560057E-01  -0.471818E-01   0.130393E+05   0.699797E+00
  4073   0.171532E+01   0.559989E-01  -0.468063E-01   0.130293E+05   0.698642E+00
  4074   0.170804E+01   0.559926E-01  -0.464428E-01   0.130193E+05   0.697492E+00
  4075   0.170090E+01   0.559882E-01  -0.460942E-01   0.130093E+05   0.696348E+00
  4076   0.169383E+01   0.559859E-01  -0.457591E-01   0.129993E+05   0.695210E+00
  4077   0.168676E+01   0.559840E-01  -0.454375E-01   0.129893E+05   0.694077E+00
  4078   0.167967E+01   0.559841E-01  -0.451280E-01   0.129793E+05   0.692950E+00
  4079   0.167266E+01   0.559848E-01  -0.448313E-01   0.129693E+05   0.691829E+00
  4080   0.166565E+01   0.559873E-01  -0.445489E-01   0.129594E+05   0.690713E+00
  4081   0.165870E+01   0.559904E-01  -0.442787E-01   0.129494E+05   0.689603E+00
  4082   0.165183E+01   0.559947E-01  -0.440222E-01   0.129395E+05   0.688499E+00
  4083   0.164487E+01   0.560002E-01  -0.437779E-01   0.129295E+05   0.687400E+00
  4084   0.163806E+01   0.560069E-01  -0.435474E-01   0.129196E+05   0.686307E+00
  4085   0.163117E+01   0.560141E-01  -0.433291E-01   0.129096E+05   0.685220E+00
  4086   0.162442E+01   0.560218E-01  -0.431232E-01   0.128997E+05   0.684138E+00
  4087   0.161767E+01   0.560306E-01  -0.429296E-01   0.128898E+05   0.683062E+00
  4088   0.161107E+01   0.560400E-01  -0.427506E-01   0.128799E+05   0.681992E+00
  4089   0.160438E+01   0.560497E-01  -0.425833E-01   0.128700E+05   0.680928E+00
  4090   0.159770E+01   0.560607E-01  -0.424255E-01   0.128601E+05   0.679869E+00
  4091   0.159108E+01   0.560721E-01  -0.422809E-01   0.128502E+05   0.678817E+00
  4092   0.158453E+01   0.560832E-01  -0.421495E-01   0.128404E+05   0.677769E+00
  4093   0.157791E+01   0.560962E-01  -0.420307E-01   0.128305E+05   0.676728E+00
  4094   0.157143E+01   0.561075E-01  -0.419230E-01   0.128206E+05   0.675693E+00
  4095   0.156503E+01   0.561206E-01  -0.418279E-01   0.128108E+05   0.674663E+00
  4096   0.155854E+01   0.561334E-01  -0.417440E-01   0.128009E+05   0.673639E+00
  4097   0.155220E+01   0.561460E-01  -0.416712E-01   0.127911E+05   0.672621E+00
  4098   0.154594E+01   0.561589E-01  -0.416120E-01   0.127813E+05   0.671609E+00
  4099   0.153959E+01   0.561715E-01  -0.415617E-01   0.127715E+05   0.670602E+00
  4100   0.153332E+01   0.561845E-01  -0.415249E-01   0.127617E+05   0.669602E+00
  4101   0.152712E+01   0.561972E-01  -0.414980E-01   0.127518E+05   0.668607E+00
  4102   0.152099E+01   0.562103E-01  -0.414831E-01   0.127421E+05   0.667618E+00
  4103   0.151486E+01   0.562223E-01  -0.414796E-01   0.127323E+05   0.666635E+00
  4104   0.150880E+01   0.562339E-01  -0.414858E-01   0.127225E+05   0.665659E+00
  4105   0.150281E+01   0.562452E-01  -0.415019E-01   0.127127E+05   0.664688E+00
  4106   0.149675E+01   0.562568E-01  -0.415294E-01   0.127029E+05   0.663723E+00
  4107   0.149091E+01   0.562673E-01  -0.415681E-01   0.126932E+05   0.662764E+00
  4108   0.148499E+01   0.562781E-01  -0.416159E-01   0.126834E+05   0.661811E+00
  4109   0.147915E+01   0.562863E-01  -0.416735E-01   0.126737E+05   0.660864E+00
  4110   0.147338E+01   0.562956E-01  -0.417416E-01   0.126640E+05   0.659923E+00
  4111   0.146760E+01   0.563044E-01  -0.418181E-01   0.126542E+05   0.658989E+00
  4112   0.146190E+01   0.563121E-01  -0.419045E-01   0.126445E+05   0.658060E+00
  4113   0.145628E+01   0.563185E-01  -0.420006E-01   0.126348E+05   0.657138E+00
  4114   0.145065E+01   0.563246E-01  -0.421050E-01   0.126251E+05   0.656222E+00
  4115   0.144510E+01   0.563294E-01  -0.422193E-01   0.126154E+05   0.655312E+00
  4116   0.143962E+01   0.563337E-01  -0.423411E-01   0.126057E+05   0.654409E+00
  4117   0.143414E+01   0.563369E-01  -0.424720E-01   0.125960E+05   0.653512E+00
  4118   0.142880E+01   0.563388E-01  -0.426119E-01   0.125863E+05   0.652621E+00
  4119   0.142332E+01   0.563402E-01  -0.427594E-01   0.125767E+05   0.651737E+00
  4120   0.141807E+01   0.563396E-01  -0.429153E-01   0.125670E+05   0.650858E+00
  4121   0.141281E+01   0.563384E-01  -0.430779E-01   0.125574E+05   0.649987E+00
  4122   0.140755E+01   0.563361E-01  -0.432489E-01   0.125477E+05   0.649122E+00
  4123   0.140237E+01   0.563317E-01  -0.434274E-01   0.125381E+05   0.648263E+00
  4124   0.139726E+01   0.563260E-01  -0.436135E-01   0.125285E+05   0.647411E+00
  4125   0.139215E+01   0.563197E-01  -0.438056E-01   0.125188E+05   0.646565E+00
  4126   0.138712E+01   0.563122E-01  -0.440053E-01   0.125092E+05   0.645726E+00
  4127   0.138216E+01   0.563026E-01  -0.442111E-01   0.124996E+05   0.644893E+00
  4128   0.137728E+01   0.562917E-01  -0.444244E-01   0.124900E+05   0.644067E+00
  4129   0.137225E+01   0.562794E-01  -0.446430E-01   0.124804E+05   0.643248E+00
  4130   0.136744E+01   0.562651E-01  -0.448685E-01   0.124708E+05   0.642435E+00
  4131   0.136264E+01   0.562494E-01  -0.450993E-01   0.124613E+05   0.641629E+00
  4132   0.135791E+01   0.562324E-01  -0.453353E-01   0.124517E+05   0.640830E+00
  4133   0.135326E+01   0.562132E-01  -0.455782E-01   0.124421E+05   0.640037E+00
  4134   0.134861E+01   0.561919E-01  -0.458257E-01   0.124326E+05   0.639252E+00
  4135   0.134396E+01   0.561700E-01  -0.460784E-01   0.124230E+05   0.638473E+00
  4136   0.133946E+01   0.561460E-01  -0.463358E-01   0.124135E+05   0.637701E+00
  4137   0.133504E+01   0.561198E-01  -0.465984E-01   0.124040E+05   0.636935E+00
  4138   0.133054E+01   0.560921E-01  -0.468656E-01   0.123944E+05   0.636177E+00
  4139   0.132620E+01   0.560624E-01  -0.471366E-01   0.123849E+05   0.635426E+00
  4140   0.132186E+01   0.560311E-01  -0.474129E-01   0.123754E+05   0.634681E+00
  4141   0.131752E+01   0.559977E-01  -0.476923E-01   0.123659E+05   0.633944E+00
  4142   0.131333E+01   0.559622E-01  -0.479762E-01   0.123564E+05   0.633213E+00
  4143   0.130915E+01   0.559251E-01  -0.482640E-01   0.123469E+05   0.632490E+00
  4144   0.130497E+01   0.558851E-01  -0.485548E-01   0.123374E+05   0.631773E+00
  4145   0.130094E+01   0.558444E-01  -0.488487E-01   0.123280E+05   0.631064E+00
  4146   0.129691E+01   0.558007E-01  -0.491456E-01   0.123185E+05   0.630361E+00
