#    L    TT             EE             BB             TE          
  1164   0.112434E+04   0.124997E+02   0.820137E-01  -0.174347E+02
  1165   0.112171E+04   0.125378E+02   0.819949E-01  -0.166512E+02
  1166   0.111895E+04   0.125804E+02   0.819752E-01  -0.158762E+02
  1167   0.111626E+04   0.126268E+02   0.819545E-01  -0.151096E+02
  1168   0.111344E+04   0.126775E+02   0.819328E-01  -0.143507E+02
  1169   0.111062E+04   0.127321E+02   0.819101E-01  -0.136023E+02
  1170   0.110774E+04   0.127904E+02   0.818866E-01  -0.128614E+02
  1171   0.110472E+04   0.128532E+02   0.818620E-01  -0.121310E+02
  1172   0.110171E+04   0.129197E+02   0.818365E-01  -0.114103E+02
  1173   0.109864E+04   0.129901E+02   0.818101E-01  -0.106992E+02
  1174   0.109550E+04   0.130634E+02   0.817827E-01  -0.999881E+01
  1175   0.109229E+04   0.131406E+02   0.817544E-01  -0.930900E+01
  1176   0.108894E+04   0.132216E+02   0.817252E-01  -0.863047E+01
  1177   0.108567E+04   0.133072E+02   0.816950E-01  -0.796274E+01
  1178   0.108226E+04   0.133951E+02   0.816639E-01  -0.730643E+01
  1179   0.107894E+04   0.134883E+02   0.816319E-01  -0.666172E+01
  1180   0.107547E+04   0.135847E+02   0.815990E-01  -0.602887E+01
  1181   0.107200E+04   0.136834E+02   0.815651E-01  -0.540814E+01
  1182   0.106840E+04   0.137860E+02   0.815304E-01  -0.479978E+01
  1183   0.106480E+04   0.138918E+02   0.814948E-01  -0.420391E+01
  1184   0.106114E+04   0.139999E+02   0.814583E-01  -0.362087E+01
  1185   0.105747E+04   0.141128E+02   0.814209E-01  -0.305072E+01
  1186   0.105374E+04   0.142281E+02   0.813826E-01  -0.249386E+01
  1187   0.105002E+04   0.143465E+02   0.813434E-01  -0.195038E+01
  1188   0.104622E+04   0.144675E+02   0.813034E-01  -0.142061E+01
  1189   0.104236E+04   0.145917E+02   0.812626E-01  -0.904444E+00
  1190   0.103850E+04   0.147184E+02   0.812209E-01  -0.402299E+00
  1191   0.103457E+04   0.148483E+02   0.811784E-01   0.859343E-01
  1192   0.103064E+04   0.149807E+02   0.811350E-01   0.559841E+00
  1193   0.102664E+04   0.151158E+02   0.810908E-01   0.101945E+01
  1194   0.102265E+04   0.152533E+02   0.810458E-01   0.146472E+01
  1195   0.101865E+04   0.153934E+02   0.810001E-01   0.189538E+01
  1196   0.101452E+04   0.155369E+02   0.809535E-01   0.231102E+01
  1197   0.101045E+04   0.156815E+02   0.809061E-01   0.271195E+01
  1198   0.100632E+04   0.158286E+02   0.808580E-01   0.309679E+01
  1199   0.100219E+04   0.159777E+02   0.808091E-01   0.346780E+01
  1200   0.997979E+03   0.161294E+02   0.807594E-01   0.382344E+01
  1201   0.993848E+03   0.162823E+02   0.807091E-01   0.416299E+01
  1202   0.989569E+03   0.164387E+02   0.806579E-01   0.448793E+01
  1203   0.985365E+03   0.165962E+02   0.806061E-01   0.479679E+01
  1204   0.981087E+03   0.167557E+02   0.805536E-01   0.509031E+01
  1205   0.976809E+03   0.169157E+02   0.805003E-01   0.536775E+01
  1206   0.972530E+03   0.170784E+02   0.804464E-01   0.562984E+01
  1207   0.968326E+03   0.172424E+02   0.803918E-01   0.587511E+01
  1208   0.964047E+03   0.174084E+02   0.803365E-01   0.610578E+01
  1209   0.959692E+03   0.175749E+02   0.802806E-01   0.632035E+01
  1210   0.955411E+03   0.177428E+02   0.802241E-01   0.651809E+01
  1211   0.951054E+03   0.179127E+02   0.801669E-01   0.669972E+01
  1212   0.946770E+03   0.180833E+02   0.801091E-01   0.686598E+01
  1213   0.942410E+03   0.182544E+02   0.800507E-01   0.701687E+01
  1214   0.938122E+03   0.184277E+02   0.799917E-01   0.715089E+01
  1215   0.933831E+03   0.186009E+02   0.799322E-01   0.726878E+01
  1216   0.929539E+03   0.187754E+02   0.798721E-01   0.737052E+01
  1217   0.925095E+03   0.189507E+02   0.798114E-01   0.745683E+01
  1218   0.920796E+03   0.191274E+02   0.797502E-01   0.752623E+01
  1219   0.916421E+03   0.193033E+02   0.796885E-01   0.758093E+01
  1220   0.912116E+03   0.194799E+02   0.796263E-01   0.761868E+01
  1221   0.907807E+03   0.196565E+02   0.795636E-01   0.764095E+01
  1222   0.903494E+03   0.198347E+02   0.795004E-01   0.764624E+01
  1223   0.899178E+03   0.200128E+02   0.794368E-01   0.763750E+01
  1224   0.894857E+03   0.201896E+02   0.793727E-01   0.761100E+01
  1225   0.890605E+03   0.203679E+02   0.793082E-01   0.756893E+01
  1226   0.886349E+03   0.205455E+02   0.792433E-01   0.751203E+01
  1227   0.882162E+03   0.207232E+02   0.791780E-01   0.743879E+01
  1228   0.877895E+03   0.209010E+02   0.791123E-01   0.735066E+01
  1229   0.873697E+03   0.210783E+02   0.790463E-01   0.724613E+01
  1230   0.869345E+03   0.212549E+02   0.789799E-01   0.712741E+01
  1231   0.865135E+03   0.214317E+02   0.789131E-01   0.699298E+01
  1232   0.860919E+03   0.216072E+02   0.788461E-01   0.684430E+01
  1233   0.856844E+03   0.217836E+02   0.787787E-01   0.667911E+01
  1234   0.852689E+03   0.219581E+02   0.787111E-01   0.650035E+01
  1235   0.848824E+03   0.221327E+02   0.786431E-01   0.630650E+01
  1236   0.844804E+03   0.223054E+02   0.785750E-01   0.609828E+01
  1237   0.840775E+03   0.224776E+02   0.785066E-01   0.587489E+01
  1238   0.836814E+03   0.226494E+02   0.784380E-01   0.563706E+01
  1239   0.832844E+03   0.228192E+02   0.783691E-01   0.538474E+01
  1240   0.828866E+03   0.229886E+02   0.783001E-01   0.511939E+01
  1241   0.825029E+03   0.231561E+02   0.782310E-01   0.483948E+01
  1242   0.821109E+03   0.233240E+02   0.781616E-01   0.454719E+01
  1243   0.817254E+03   0.234885E+02   0.780922E-01   0.423929E+01
  1244   0.813464E+03   0.236534E+02   0.780226E-01   0.391953E+01
  1245   0.809740E+03   0.238165E+02   0.779529E-01   0.358624E+01
  1246   0.806006E+03   0.239770E+02   0.778831E-01   0.324107E+01
  1247   0.802262E+03   0.241365E+02   0.778133E-01   0.288242E+01
  1248   0.798583E+03   0.242942E+02   0.777434E-01   0.251092E+01
  1249   0.794968E+03   0.244516E+02   0.776734E-01   0.212740E+01
  1250   0.791417E+03   0.246058E+02   0.776034E-01   0.173168E+01
  1251   0.787856E+03   0.247576E+02   0.775335E-01   0.132385E+01
  1252   0.784432E+03   0.249091E+02   0.774635E-01   0.904090E+00
  1253   0.780924E+03   0.250574E+02   0.773936E-01   0.473022E+00
  1254   0.777479E+03   0.252032E+02   0.773237E-01   0.306730E-01
  1255   0.774098E+03   0.253481E+02   0.772538E-01  -0.422856E+00
  1256   0.770854E+03   0.254899E+02   0.771840E-01  -0.886998E+00
  1257   0.767599E+03   0.256300E+02   0.771143E-01  -0.136176E+01
  1258   0.764333E+03   0.257669E+02   0.770447E-01  -0.184677E+01
  1259   0.761130E+03   0.259022E+02   0.769752E-01  -0.234182E+01
  1260   0.757990E+03   0.260344E+02   0.769059E-01  -0.284658E+01
  1261   0.754913E+03   0.261650E+02   0.768367E-01  -0.336089E+01
  1262   0.751898E+03   0.262932E+02   0.767676E-01  -0.388430E+01
  1263   0.748947E+03   0.264183E+02   0.766987E-01  -0.441685E+01
  1264   0.745984E+03   0.265410E+02   0.766300E-01  -0.495830E+01
  1265   0.743157E+03   0.266607E+02   0.765615E-01  -0.550819E+01
  1266   0.740319E+03   0.267781E+02   0.764932E-01  -0.606613E+01
  1267   0.737544E+03   0.268916E+02   0.764251E-01  -0.663218E+01
  1268   0.734838E+03   0.270043E+02   0.763573E-01  -0.720603E+01
  1269   0.732202E+03   0.271118E+02   0.762897E-01  -0.778691E+01
  1270   0.729599E+03   0.272169E+02   0.762223E-01  -0.837578E+01
  1271   0.727066E+03   0.273198E+02   0.761553E-01  -0.897107E+01
  1272   0.724573E+03   0.274197E+02   0.760885E-01  -0.957284E+01
  1273   0.722120E+03   0.275158E+02   0.760220E-01  -0.101811E+02
  1274   0.719736E+03   0.276081E+02   0.759559E-01  -0.107953E+02
  1275   0.717407E+03   0.276982E+02   0.758900E-01  -0.114146E+02
  1276   0.715126E+03   0.277854E+02   0.758245E-01  -0.120400E+02
  1277   0.712906E+03   0.278695E+02   0.757593E-01  -0.126699E+02
  1278   0.710742E+03   0.279499E+02   0.756944E-01  -0.133051E+02
  1279   0.708640E+03   0.280266E+02   0.756300E-01  -0.139443E+02
  1280   0.706600E+03   0.281010E+02   0.755659E-01  -0.145891E+02
  1281   0.704614E+03   0.281718E+02   0.755022E-01  -0.152364E+02
  1282   0.702691E+03   0.282388E+02   0.754388E-01  -0.158878E+02
  1283   0.700823E+03   0.283030E+02   0.753759E-01  -0.165428E+02
  1284   0.699017E+03   0.283634E+02   0.753134E-01  -0.172012E+02
  1285   0.697258E+03   0.284209E+02   0.752513E-01  -0.178618E+02
  1286   0.695561E+03   0.284739E+02   0.751896E-01  -0.185254E+02
  1287   0.693927E+03   0.285240E+02   0.751284E-01  -0.191904E+02
  1288   0.692355E+03   0.285705E+02   0.750676E-01  -0.198585E+02
  1289   0.690839E+03   0.286140E+02   0.750073E-01  -0.205268E+02
  1290   0.689377E+03   0.286532E+02   0.749474E-01  -0.211976E+02
  1291   0.687977E+03   0.286894E+02   0.748880E-01  -0.218694E+02
  1292   0.686633E+03   0.287204E+02   0.748291E-01  -0.225423E+02
  1293   0.685343E+03   0.287501E+02   0.747707E-01  -0.232164E+02
  1294   0.684124E+03   0.287753E+02   0.747128E-01  -0.238881E+02
  1295   0.682952E+03   0.287969E+02   0.746554E-01  -0.245618E+02
  1296   0.681836E+03   0.288156E+02   0.745984E-01  -0.252332E+02
  1297   0.680783E+03   0.288307E+02   0.745420E-01  -0.259054E+02
  1298   0.679785E+03   0.288421E+02   0.744861E-01  -0.265761E+02
  1299   0.678835E+03   0.288498E+02   0.744308E-01  -0.272462E+02
  1300   0.677955E+03   0.288532E+02   0.743760E-01  -0.279143E+02
  1301   0.677132E+03   0.288544E+02   0.743217E-01  -0.285804E+02
  1302   0.676356E+03   0.288513E+02   0.742679E-01  -0.292439E+02
  1303   0.675636E+03   0.288445E+02   0.742147E-01  -0.299062E+02
  1304   0.674973E+03   0.288347E+02   0.741621E-01  -0.305653E+02
  1305   0.674365E+03   0.288206E+02   0.741100E-01  -0.312226E+02
  1306   0.673799E+03   0.288043E+02   0.740585E-01  -0.318752E+02
  1307   0.673304E+03   0.287836E+02   0.740076E-01  -0.325239E+02
  1308   0.672858E+03   0.287593E+02   0.739572E-01  -0.331710E+02
  1309   0.672454E+03   0.287305E+02   0.739074E-01  -0.338121E+02
  1310   0.672114E+03   0.286996E+02   0.738582E-01  -0.344502E+02
  1311   0.671816E+03   0.286649E+02   0.738095E-01  -0.350832E+02
  1312   0.671597E+03   0.286274E+02   0.737615E-01  -0.357110E+02
  1313   0.671406E+03   0.285854E+02   0.737140E-01  -0.363344E+02
  1314   0.671272E+03   0.285404E+02   0.736672E-01  -0.369514E+02
  1315   0.671180E+03   0.284925E+02   0.736209E-01  -0.375633E+02
  1316   0.671147E+03   0.284401E+02   0.735752E-01  -0.381689E+02
  1317   0.671163E+03   0.283862E+02   0.735301E-01  -0.387688E+02
  1318   0.671216E+03   0.283272E+02   0.734856E-01  -0.393616E+02
  1319   0.671319E+03   0.282651E+02   0.734417E-01  -0.399489E+02
  1320   0.671465E+03   0.282001E+02   0.733984E-01  -0.405285E+02
  1321   0.671655E+03   0.281327E+02   0.733557E-01  -0.411019E+02
  1322   0.671896E+03   0.280602E+02   0.733136E-01  -0.416669E+02
  1323   0.672182E+03   0.279854E+02   0.732720E-01  -0.422244E+02
  1324   0.672511E+03   0.279075E+02   0.732311E-01  -0.427750E+02
  1325   0.672878E+03   0.278266E+02   0.731908E-01  -0.433167E+02
  1326   0.673296E+03   0.277427E+02   0.731510E-01  -0.438509E+02
  1327   0.673737E+03   0.276565E+02   0.731119E-01  -0.443770E+02
  1328   0.674238E+03   0.275672E+02   0.730733E-01  -0.448927E+02
  1329   0.674769E+03   0.274740E+02   0.730353E-01  -0.454011E+02
  1330   0.675339E+03   0.273778E+02   0.729980E-01  -0.459000E+02
  1331   0.675954E+03   0.272793E+02   0.729611E-01  -0.463894E+02
  1332   0.676592E+03   0.271776E+02   0.729249E-01  -0.468702E+02
  1333   0.677277E+03   0.270728E+02   0.728892E-01  -0.473400E+02
  1334   0.677993E+03   0.269664E+02   0.728541E-01  -0.478013E+02
  1335   0.678741E+03   0.268561E+02   0.728196E-01  -0.482525E+02
  1336   0.679528E+03   0.267441E+02   0.727856E-01  -0.486921E+02
  1337   0.680347E+03   0.266283E+02   0.727522E-01  -0.491226E+02
  1338   0.681192E+03   0.265107E+02   0.727193E-01  -0.495423E+02
  1339   0.682077E+03   0.263900E+02   0.726870E-01  -0.499522E+02
  1340   0.682987E+03   0.262675E+02   0.726552E-01  -0.503521E+02
  1341   0.683923E+03   0.261434E+02   0.726239E-01  -0.507400E+02
  1342   0.684885E+03   0.260160E+02   0.725932E-01  -0.511173E+02
  1343   0.685880E+03   0.258861E+02   0.725629E-01  -0.514834E+02
  1344   0.686902E+03   0.257537E+02   0.725332E-01  -0.518382E+02
  1345   0.687937E+03   0.256202E+02   0.725040E-01  -0.521811E+02
  1346   0.689005E+03   0.254835E+02   0.724753E-01  -0.525143E+02
  1347   0.690101E+03   0.253450E+02   0.724471E-01  -0.528349E+02
  1348   0.691210E+03   0.252047E+02   0.724194E-01  -0.531436E+02
  1349   0.692354E+03   0.250610E+02   0.723921E-01  -0.534405E+02
  1350   0.693504E+03   0.249170E+02   0.723653E-01  -0.537255E+02
  1351   0.694683E+03   0.247704E+02   0.723390E-01  -0.539988E+02
  1352   0.695868E+03   0.246219E+02   0.723131E-01  -0.542595E+02
  1353   0.697081E+03   0.244730E+02   0.722877E-01  -0.545085E+02
  1354   0.698302E+03   0.243214E+02   0.722627E-01  -0.547458E+02
  1355   0.699552E+03   0.241679E+02   0.722381E-01  -0.549705E+02
  1356   0.700816E+03   0.240140E+02   0.722140E-01  -0.551842E+02
  1357   0.702088E+03   0.238574E+02   0.721902E-01  -0.553840E+02
  1358   0.703360E+03   0.236996E+02   0.721668E-01  -0.555698E+02
  1359   0.704647E+03   0.235406E+02   0.721439E-01  -0.557453E+02
  1360   0.705927E+03   0.233818E+02   0.721213E-01  -0.559068E+02
  1361   0.707238E+03   0.232195E+02   0.720991E-01  -0.560566E+02
  1362   0.708536E+03   0.230566E+02   0.720772E-01  -0.561925E+02
  1363   0.709849E+03   0.228925E+02   0.720557E-01  -0.563181E+02
  1364   0.711142E+03   0.227279E+02   0.720346E-01  -0.564289E+02
  1365   0.712525E+03   0.225619E+02   0.720137E-01  -0.565265E+02
  1366   0.713836E+03   0.223945E+02   0.719932E-01  -0.566132E+02
  1367   0.715149E+03   0.222259E+02   0.719730E-01  -0.566865E+02
  1368   0.716539E+03   0.220580E+02   0.719531E-01  -0.567466E+02
  1369   0.717857E+03   0.218881E+02   0.719335E-01  -0.567935E+02
  1370   0.719178E+03   0.217183E+02   0.719142E-01  -0.568285E+02
  1371   0.720502E+03   0.215477E+02   0.718951E-01  -0.568503E+02
  1372   0.721829E+03   0.213765E+02   0.718763E-01  -0.568595E+02
  1373   0.723160E+03   0.212054E+02   0.718577E-01  -0.568561E+02
  1374   0.724494E+03   0.210335E+02   0.718394E-01  -0.568395E+02
  1375   0.725832E+03   0.208609E+02   0.718213E-01  -0.568109E+02
  1376   0.727174E+03   0.206883E+02   0.718034E-01  -0.567690E+02
  1377   0.728521E+03   0.205164E+02   0.717858E-01  -0.567153E+02
  1378   0.729872E+03   0.203422E+02   0.717683E-01  -0.566489E+02
  1379   0.731153E+03   0.201703E+02   0.717510E-01  -0.565698E+02
  1380   0.732440E+03   0.199960E+02   0.717338E-01  -0.564788E+02
  1381   0.733731E+03   0.198231E+02   0.717169E-01  -0.563743E+02
  1382   0.734880E+03   0.196501E+02   0.717001E-01  -0.562571E+02
  1383   0.736182E+03   0.194770E+02   0.716834E-01  -0.561287E+02
  1384   0.737342E+03   0.193045E+02   0.716668E-01  -0.559874E+02
  1385   0.738508E+03   0.191319E+02   0.716504E-01  -0.558341E+02
  1386   0.739680E+03   0.189598E+02   0.716341E-01  -0.556688E+02
  1387   0.740784E+03   0.187883E+02   0.716178E-01  -0.554913E+02
  1388   0.742043E+03   0.186166E+02   0.716017E-01  -0.553024E+02
  1389   0.743161E+03   0.184454E+02   0.715856E-01  -0.551006E+02
  1390   0.744211E+03   0.182755E+02   0.715696E-01  -0.548889E+02
  1391   0.745343E+03   0.181061E+02   0.715536E-01  -0.546649E+02
  1392   0.746408E+03   0.179371E+02   0.715376E-01  -0.544294E+02
  1393   0.747480E+03   0.177694E+02   0.715217E-01  -0.541823E+02
  1394   0.748486E+03   0.176021E+02   0.715058E-01  -0.539252E+02
  1395   0.749501E+03   0.174352E+02   0.714899E-01  -0.536557E+02
  1396   0.750523E+03   0.172702E+02   0.714740E-01  -0.533767E+02
  1397   0.751480E+03   0.171056E+02   0.714580E-01  -0.530861E+02
  1398   0.752371E+03   0.169414E+02   0.714420E-01  -0.527844E+02
  1399   0.753270E+03   0.167798E+02   0.714260E-01  -0.524725E+02
  1400   0.754179E+03   0.166186E+02   0.714099E-01  -0.521503E+02
  1401   0.755023E+03   0.164577E+02   0.713938E-01  -0.518177E+02
  1402   0.755875E+03   0.162993E+02   0.713775E-01  -0.514754E+02
  1403   0.756663E+03   0.161420E+02   0.713612E-01  -0.511227E+02
  1404   0.757387E+03   0.159865E+02   0.713448E-01  -0.507602E+02
  1405   0.758194E+03   0.158313E+02   0.713282E-01  -0.503880E+02
  1406   0.758862E+03   0.156786E+02   0.713115E-01  -0.500074E+02
  1407   0.759466E+03   0.155269E+02   0.712947E-01  -0.496169E+02
  1408   0.760229E+03   0.153762E+02   0.712778E-01  -0.492173E+02
  1409   0.760778E+03   0.152279E+02   0.712606E-01  -0.488084E+02
  1410   0.761412E+03   0.150807E+02   0.712433E-01  -0.483917E+02
  1411   0.761982E+03   0.149352E+02   0.712258E-01  -0.479658E+02
  1412   0.762488E+03   0.147921E+02   0.712082E-01  -0.475312E+02
  1413   0.762856E+03   0.146507E+02   0.711903E-01  -0.470887E+02
  1414   0.763309E+03   0.145110E+02   0.711722E-01  -0.466375E+02
  1415   0.763698E+03   0.143730E+02   0.711538E-01  -0.461790E+02
  1416   0.764098E+03   0.142373E+02   0.711352E-01  -0.457132E+02
  1417   0.764360E+03   0.141026E+02   0.711164E-01  -0.452407E+02
  1418   0.764632E+03   0.139703E+02   0.710973E-01  -0.447594E+02
  1419   0.764842E+03   0.138404E+02   0.710780E-01  -0.442720E+02
  1420   0.765062E+03   0.137128E+02   0.710583E-01  -0.437778E+02
  1421   0.765219E+03   0.135869E+02   0.710384E-01  -0.432768E+02
  1422   0.765387E+03   0.134633E+02   0.710182E-01  -0.427696E+02
  1423   0.765418E+03   0.133420E+02   0.709976E-01  -0.422561E+02
  1424   0.765534E+03   0.132231E+02   0.709768E-01  -0.417365E+02
  1425   0.765513E+03   0.131065E+02   0.709556E-01  -0.412112E+02
  1426   0.765429E+03   0.129923E+02   0.709340E-01  -0.406803E+02
  1427   0.765431E+03   0.128803E+02   0.709122E-01  -0.401436E+02
  1428   0.765295E+03   0.127700E+02   0.708899E-01  -0.396027E+02
  1429   0.765097E+03   0.126634E+02   0.708673E-01  -0.390552E+02
  1430   0.764909E+03   0.125583E+02   0.708443E-01  -0.385049E+02
  1431   0.764660E+03   0.124556E+02   0.708210E-01  -0.379485E+02
  1432   0.764347E+03   0.123558E+02   0.707972E-01  -0.373885E+02
  1433   0.764120E+03   0.122584E+02   0.707731E-01  -0.368238E+02
  1434   0.763756E+03   0.121639E+02   0.707485E-01  -0.362552E+02
  1435   0.763330E+03   0.120710E+02   0.707235E-01  -0.356835E+02
  1436   0.762915E+03   0.119811E+02   0.706982E-01  -0.351091E+02
  1437   0.762363E+03   0.118941E+02   0.706723E-01  -0.345300E+02
  1438   0.761822E+03   0.118087E+02   0.706461E-01  -0.339497E+02
  1439   0.761219E+03   0.117270E+02   0.706194E-01  -0.333645E+02
  1440   0.760627E+03   0.116475E+02   0.705922E-01  -0.327779E+02
  1441   0.759972E+03   0.115703E+02   0.705646E-01  -0.321900E+02
  1442   0.759255E+03   0.114960E+02   0.705366E-01  -0.315992E+02
  1443   0.758475E+03   0.114255E+02   0.705080E-01  -0.310054E+02
  1444   0.757706E+03   0.113564E+02   0.704790E-01  -0.304108E+02
  1445   0.756800E+03   0.112910E+02   0.704496E-01  -0.298154E+02
  1446   0.755980E+03   0.112271E+02   0.704196E-01  -0.292175E+02
  1447   0.754948E+03   0.111669E+02   0.703891E-01  -0.286171E+02
  1448   0.754002E+03   0.111096E+02   0.703582E-01  -0.280186E+02
  1449   0.752993E+03   0.110538E+02   0.703268E-01  -0.274182E+02
  1450   0.751920E+03   0.110017E+02   0.702948E-01  -0.268174E+02
  1451   0.750859E+03   0.109525E+02   0.702624E-01  -0.262175E+02
  1452   0.749660E+03   0.109055E+02   0.702294E-01  -0.256186E+02
  1453   0.748472E+03   0.108615E+02   0.701960E-01  -0.250183E+02
  1454   0.747295E+03   0.108204E+02   0.701620E-01  -0.244181E+02
  1455   0.746055E+03   0.107815E+02   0.701275E-01  -0.238194E+02
  1456   0.744751E+03   0.107463E+02   0.700925E-01  -0.232229E+02
  1457   0.743309E+03   0.107126E+02   0.700569E-01  -0.226263E+02
  1458   0.741951E+03   0.106825E+02   0.700209E-01  -0.220311E+02
  1459   0.740530E+03   0.106547E+02   0.699842E-01  -0.214364E+02
  1460   0.739045E+03   0.106306E+02   0.699471E-01  -0.208446E+02
  1461   0.737570E+03   0.106073E+02   0.699094E-01  -0.202554E+02
  1462   0.736031E+03   0.105876E+02   0.698712E-01  -0.196681E+02
  1463   0.734353E+03   0.105709E+02   0.698325E-01  -0.190827E+02
  1464   0.732759E+03   0.105565E+02   0.697932E-01  -0.184999E+02
  1465   0.731026E+03   0.105450E+02   0.697534E-01  -0.179204E+02
  1466   0.729377E+03   0.105365E+02   0.697130E-01  -0.173433E+02
  1467   0.727589E+03   0.105303E+02   0.696721E-01  -0.167701E+02
  1468   0.725810E+03   0.105270E+02   0.696307E-01  -0.162000E+02
  1469   0.724040E+03   0.105261E+02   0.695887E-01  -0.156338E+02
  1470   0.722057E+03   0.105273E+02   0.695461E-01  -0.150705E+02
  1471   0.720230E+03   0.105324E+02   0.695031E-01  -0.145125E+02
  1472   0.718339E+03   0.105397E+02   0.694594E-01  -0.139582E+02
  1473   0.716381E+03   0.105493E+02   0.694153E-01  -0.134090E+02
  1474   0.714283E+03   0.105612E+02   0.693705E-01  -0.128633E+02
  1475   0.712268E+03   0.105754E+02   0.693253E-01  -0.123227E+02
  1476   0.710187E+03   0.105926E+02   0.692795E-01  -0.117878E+02
  1477   0.708113E+03   0.106121E+02   0.692331E-01  -0.112572E+02
  1478   0.705973E+03   0.106340E+02   0.691863E-01  -0.107321E+02
  1479   0.703841E+03   0.106589E+02   0.691389E-01  -0.102129E+02
  1480   0.701641E+03   0.106862E+02   0.690909E-01  -0.969901E+01
  1481   0.699382E+03   0.107151E+02   0.690424E-01  -0.919087E+01
  1482   0.697138E+03   0.107471E+02   0.689934E-01  -0.868864E+01
  1483   0.694841E+03   0.107814E+02   0.689438E-01  -0.819259E+01
  1484   0.692543E+03   0.108173E+02   0.688937E-01  -0.770275E+01
  1485   0.690192E+03   0.108557E+02   0.688431E-01  -0.721937E+01
  1486   0.687810E+03   0.108971E+02   0.687920E-01  -0.674236E+01
  1487   0.685398E+03   0.109395E+02   0.687403E-01  -0.627210E+01
  1488   0.682976E+03   0.109851E+02   0.686882E-01  -0.580857E+01
  1489   0.680501E+03   0.110330E+02   0.686355E-01  -0.535210E+01
  1490   0.678009E+03   0.110819E+02   0.685823E-01  -0.490262E+01
  1491   0.675493E+03   0.111333E+02   0.685286E-01  -0.446043E+01
  1492   0.672959E+03   0.111871E+02   0.684743E-01  -0.402551E+01
  1493   0.670393E+03   0.112418E+02   0.684196E-01  -0.359808E+01
  1494   0.667802E+03   0.112991E+02   0.683644E-01  -0.317823E+01
  1495   0.665194E+03   0.113588E+02   0.683087E-01  -0.276605E+01
  1496   0.662560E+03   0.114203E+02   0.682525E-01  -0.236157E+01
  1497   0.659900E+03   0.114828E+02   0.681958E-01  -0.196500E+01
  1498   0.657230E+03   0.115479E+02   0.681387E-01  -0.157644E+01
  1499   0.654533E+03   0.116140E+02   0.680811E-01  -0.119588E+01
  1500   0.651818E+03   0.116826E+02   0.680230E-01  -0.823493E+00
  1501   0.649083E+03   0.117523E+02   0.679644E-01  -0.459192E+00
  1502   0.646329E+03   0.118238E+02   0.679054E-01  -0.103475E+00
  1503   0.643563E+03   0.118972E+02   0.678460E-01   0.243819E+00
  1504   0.640778E+03   0.119717E+02   0.677861E-01   0.582779E+00
  1505   0.637973E+03   0.120481E+02   0.677257E-01   0.913045E+00
  1506   0.635155E+03   0.121256E+02   0.676650E-01   0.123470E+01
  1507   0.632324E+03   0.122050E+02   0.676038E-01   0.154769E+01
  1508   0.629481E+03   0.122855E+02   0.675422E-01   0.185164E+01
  1509   0.626617E+03   0.123665E+02   0.674801E-01   0.214672E+01
  1510   0.623755E+03   0.124501E+02   0.674177E-01   0.243264E+01
  1511   0.620864E+03   0.125342E+02   0.673549E-01   0.271014E+01
  1512   0.617967E+03   0.126195E+02   0.672917E-01   0.297700E+01
  1513   0.615056E+03   0.127060E+02   0.672281E-01   0.323621E+01
  1514   0.612146E+03   0.127946E+02   0.671641E-01   0.348553E+01
  1515   0.609245E+03   0.128836E+02   0.670998E-01   0.372646E+01
  1516   0.606313E+03   0.129731E+02   0.670351E-01   0.395677E+01
  1517   0.603382E+03   0.130639E+02   0.669700E-01   0.417869E+01
  1518   0.600444E+03   0.131561E+02   0.669046E-01   0.439222E+01
  1519   0.597498E+03   0.132480E+02   0.668389E-01   0.459440E+01
  1520   0.594559E+03   0.133413E+02   0.667729E-01   0.478819E+01
  1521   0.591604E+03   0.134358E+02   0.667065E-01   0.497284E+01
  1522   0.588642E+03   0.135303E+02   0.666398E-01   0.514761E+01
  1523   0.585685E+03   0.136254E+02   0.665728E-01   0.531325E+01
  1524   0.582721E+03   0.137218E+02   0.665056E-01   0.546899E+01
  1525   0.579754E+03   0.138189E+02   0.664380E-01   0.561559E+01
  1526   0.576794E+03   0.139160E+02   0.663702E-01   0.575303E+01
  1527   0.573832E+03   0.140129E+02   0.663021E-01   0.587983E+01
  1528   0.570868E+03   0.141113E+02   0.662338E-01   0.599819E+01
  1529   0.567909E+03   0.142097E+02   0.661652E-01   0.610738E+01
  1530   0.564955E+03   0.143081E+02   0.660963E-01   0.620662E+01
  1531   0.561998E+03   0.144071E+02   0.660273E-01   0.629593E+01
  1532   0.559054E+03   0.145070E+02   0.659580E-01   0.637676E+01
  1533   0.556106E+03   0.146061E+02   0.658885E-01   0.644911E+01
  1534   0.553170E+03   0.147060E+02   0.658188E-01   0.650998E+01
  1535   0.550238E+03   0.148060E+02   0.657489E-01   0.656309E+01
  1536   0.547310E+03   0.149052E+02   0.656788E-01   0.660618E+01
  1537   0.544400E+03   0.150054E+02   0.656086E-01   0.663998E+01
  1538   0.541502E+03   0.151056E+02   0.655382E-01   0.666521E+01
  1539   0.538576E+03   0.152044E+02   0.654676E-01   0.668112E+01
  1540   0.535684E+03   0.153034E+02   0.653969E-01   0.668843E+01
  1541   0.532801E+03   0.154033E+02   0.653261E-01   0.668563E+01
  1542   0.529929E+03   0.155026E+02   0.652551E-01   0.667492E+01
  1543   0.527059E+03   0.156005E+02   0.651840E-01   0.665406E+01
