#    L    TT             EE             BB             TE          
   926   0.151857E+04   0.295503E+02   0.830382E-01   0.543944E+02
   927   0.150781E+04   0.298249E+02   0.830006E-01   0.540562E+02
   928   0.149712E+04   0.300983E+02   0.829624E-01   0.536899E+02
   929   0.148641E+04   0.303698E+02   0.829237E-01   0.532970E+02
   930   0.147585E+04   0.306385E+02   0.828845E-01   0.528761E+02
   931   0.146527E+04   0.309068E+02   0.828449E-01   0.524284E+02
   932   0.145483E+04   0.311717E+02   0.828048E-01   0.519541E+02
   933   0.144445E+04   0.314347E+02   0.827643E-01   0.514537E+02
   934   0.143414E+04   0.316966E+02   0.827233E-01   0.509281E+02
   935   0.142388E+04   0.319551E+02   0.826820E-01   0.503749E+02
   936   0.141377E+04   0.322110E+02   0.826403E-01   0.497970E+02
   937   0.140364E+04   0.324651E+02   0.825983E-01   0.491937E+02
   938   0.139364E+04   0.327166E+02   0.825560E-01   0.485656E+02
   939   0.138378E+04   0.329640E+02   0.825133E-01   0.479128E+02
   940   0.137391E+04   0.332097E+02   0.824704E-01   0.472359E+02
   941   0.136417E+04   0.334521E+02   0.824273E-01   0.465348E+02
   942   0.135450E+04   0.336912E+02   0.823839E-01   0.458102E+02
   943   0.134503E+04   0.339271E+02   0.823404E-01   0.450630E+02
   944   0.133562E+04   0.341598E+02   0.822966E-01   0.442921E+02
   945   0.132627E+04   0.343885E+02   0.822527E-01   0.434992E+02
   946   0.131705E+04   0.346148E+02   0.822087E-01   0.426840E+02
   947   0.130789E+04   0.348371E+02   0.821646E-01   0.418481E+02
   948   0.129872E+04   0.350570E+02   0.821203E-01   0.409907E+02
   949   0.128983E+04   0.352715E+02   0.820761E-01   0.401131E+02
   950   0.128100E+04   0.354829E+02   0.820317E-01   0.392147E+02
   951   0.127229E+04   0.356912E+02   0.819874E-01   0.382967E+02
   952   0.126372E+04   0.358956E+02   0.819431E-01   0.373599E+02
   953   0.125521E+04   0.360947E+02   0.818988E-01   0.364036E+02
   954   0.124683E+04   0.362907E+02   0.818546E-01   0.354290E+02
   955   0.123851E+04   0.364820E+02   0.818105E-01   0.344362E+02
   956   0.123032E+04   0.366696E+02   0.817664E-01   0.334252E+02
   957   0.122234E+04   0.368519E+02   0.817225E-01   0.323980E+02
   958   0.121433E+04   0.370295E+02   0.816787E-01   0.313531E+02
   959   0.120661E+04   0.372042E+02   0.816351E-01   0.302920E+02
   960   0.119895E+04   0.373735E+02   0.815917E-01   0.292168E+02
   961   0.119134E+04   0.375383E+02   0.815485E-01   0.281252E+02
   962   0.118394E+04   0.376986E+02   0.815056E-01   0.270194E+02
   963   0.117667E+04   0.378543E+02   0.814629E-01   0.258994E+02
   964   0.116953E+04   0.380048E+02   0.814205E-01   0.247665E+02
   965   0.116245E+04   0.381508E+02   0.813784E-01   0.236199E+02
   966   0.115557E+04   0.382923E+02   0.813366E-01   0.224611E+02
   967   0.114875E+04   0.384292E+02   0.812952E-01   0.212900E+02
   968   0.114206E+04   0.385595E+02   0.812541E-01   0.201073E+02
   969   0.113558E+04   0.386852E+02   0.812134E-01   0.189143E+02
   970   0.112922E+04   0.388065E+02   0.811731E-01   0.177096E+02
   971   0.112293E+04   0.389226E+02   0.811333E-01   0.164952E+02
   972   0.111676E+04   0.390327E+02   0.810939E-01   0.152719E+02
   973   0.111073E+04   0.391376E+02   0.810549E-01   0.140389E+02
   974   0.110490E+04   0.392380E+02   0.810165E-01   0.127967E+02
   975   0.109920E+04   0.393333E+02   0.809785E-01   0.115477E+02
   976   0.109363E+04   0.394218E+02   0.809410E-01   0.102909E+02
   977   0.108819E+04   0.395059E+02   0.809041E-01   0.902773E+01
   978   0.108281E+04   0.395848E+02   0.808677E-01   0.775804E+01
   979   0.107771E+04   0.396586E+02   0.808319E-01   0.648305E+01
   980   0.107267E+04   0.397264E+02   0.807967E-01   0.520255E+01
   981   0.106776E+04   0.397875E+02   0.807621E-01   0.391719E+01
   982   0.106298E+04   0.398450E+02   0.807280E-01   0.262796E+01
   983   0.105840E+04   0.398966E+02   0.806946E-01   0.133486E+01
   984   0.105388E+04   0.399407E+02   0.806619E-01   0.385614E-01
   985   0.104957E+04   0.399812E+02   0.806298E-01  -0.126056E+01
   986   0.104531E+04   0.400158E+02   0.805983E-01  -0.256157E+01
   987   0.104119E+04   0.400445E+02   0.805676E-01  -0.386462E+01
   988   0.103727E+04   0.400687E+02   0.805375E-01  -0.516860E+01
   989   0.103348E+04   0.400864E+02   0.805081E-01  -0.647226E+01
   990   0.102982E+04   0.401018E+02   0.804794E-01  -0.777707E+01
   991   0.102630E+04   0.401084E+02   0.804515E-01  -0.908112E+01
   992   0.102290E+04   0.401098E+02   0.804243E-01  -0.103845E+02
   993   0.101957E+04   0.401054E+02   0.803978E-01  -0.116865E+02
   994   0.101644E+04   0.400965E+02   0.803721E-01  -0.129857E+02
   995   0.101352E+04   0.400817E+02   0.803471E-01  -0.142831E+02
   996   0.101065E+04   0.400596E+02   0.803229E-01  -0.155770E+02
   997   0.100792E+04   0.400346E+02   0.802994E-01  -0.168685E+02
   998   0.100532E+04   0.400029E+02   0.802768E-01  -0.181545E+02
   999   0.100285E+04   0.399660E+02   0.802549E-01  -0.194368E+02
  1000   0.100052E+04   0.399241E+02   0.802338E-01  -0.207144E+02
  1001   0.998314E+03   0.398762E+02   0.802136E-01  -0.219855E+02
  1002   0.996170E+03   0.398224E+02   0.801941E-01  -0.232506E+02
  1003   0.994235E+03   0.397642E+02   0.801754E-01  -0.245100E+02
  1004   0.992433E+03   0.397001E+02   0.801575E-01  -0.257621E+02
  1005   0.990838E+03   0.396309E+02   0.801405E-01  -0.270055E+02
  1006   0.989303E+03   0.395557E+02   0.801243E-01  -0.282418E+02
  1007   0.987828E+03   0.394753E+02   0.801089E-01  -0.294695E+02
  1008   0.986265E+03   0.393897E+02   0.800943E-01  -0.306879E+02
  1009   0.985058E+03   0.392989E+02   0.800806E-01  -0.318970E+02
  1010   0.983987E+03   0.392037E+02   0.800677E-01  -0.330963E+02
  1011   0.982976E+03   0.391040E+02   0.800556E-01  -0.342849E+02
  1012   0.982100E+03   0.389983E+02   0.800444E-01  -0.354644E+02
  1013   0.981359E+03   0.388889E+02   0.800339E-01  -0.366312E+02
  1014   0.980754E+03   0.387735E+02   0.800244E-01  -0.377875E+02
  1015   0.980136E+03   0.386543E+02   0.800157E-01  -0.389312E+02
  1016   0.979729E+03   0.385291E+02   0.800078E-01  -0.400630E+02
  1017   0.979458E+03   0.384001E+02   0.800007E-01  -0.411822E+02
  1018   0.979249E+03   0.382652E+02   0.799945E-01  -0.422882E+02
  1019   0.979103E+03   0.381271E+02   0.799891E-01  -0.433809E+02
  1020   0.979168E+03   0.379823E+02   0.799846E-01  -0.444597E+02
  1021   0.979296E+03   0.378336E+02   0.799809E-01  -0.455247E+02
  1022   0.979487E+03   0.376811E+02   0.799780E-01  -0.465751E+02
  1023   0.979817E+03   0.375233E+02   0.799759E-01  -0.476081E+02
  1024   0.980210E+03   0.373609E+02   0.799747E-01  -0.486272E+02
  1025   0.980668E+03   0.371954E+02   0.799743E-01  -0.496275E+02
  1026   0.981487E+03   0.370245E+02   0.799747E-01  -0.506134E+02
  1027   0.982148E+03   0.368512E+02   0.799760E-01  -0.515828E+02
  1028   0.982874E+03   0.366733E+02   0.799780E-01  -0.525341E+02
  1029   0.983739E+03   0.364907E+02   0.799809E-01  -0.534696E+02
  1030   0.984671E+03   0.363049E+02   0.799846E-01  -0.543873E+02
  1031   0.985519E+03   0.361152E+02   0.799890E-01  -0.552855E+02
  1032   0.986657E+03   0.359200E+02   0.799943E-01  -0.561696E+02
  1033   0.987787E+03   0.357224E+02   0.800004E-01  -0.570343E+02
  1034   0.989133E+03   0.355223E+02   0.800072E-01  -0.578798E+02
  1035   0.990471E+03   0.353174E+02   0.800148E-01  -0.587076E+02
  1036   0.991877E+03   0.351086E+02   0.800232E-01  -0.595168E+02
  1037   0.993351E+03   0.348972E+02   0.800323E-01  -0.603070E+02
  1038   0.994967E+03   0.346833E+02   0.800422E-01  -0.610779E+02
  1039   0.996652E+03   0.344653E+02   0.800528E-01  -0.618261E+02
  1040   0.998257E+03   0.342440E+02   0.800642E-01  -0.625567E+02
  1041   0.100008E+04   0.340209E+02   0.800763E-01  -0.632645E+02
  1042   0.100190E+04   0.337936E+02   0.800891E-01  -0.639541E+02
  1043   0.100379E+04   0.335638E+02   0.801026E-01  -0.646210E+02
  1044   0.100582E+04   0.333306E+02   0.801168E-01  -0.652689E+02
  1045   0.100777E+04   0.330970E+02   0.801317E-01  -0.658979E+02
  1046   0.100987E+04   0.328592E+02   0.801473E-01  -0.665006E+02
  1047   0.101204E+04   0.326187E+02   0.801635E-01  -0.670918E+02
  1048   0.101414E+04   0.323763E+02   0.801804E-01  -0.676568E+02
  1049   0.101638E+04   0.321319E+02   0.801979E-01  -0.681956E+02
  1050   0.101862E+04   0.318848E+02   0.802160E-01  -0.687155E+02
  1051   0.102093E+04   0.316357E+02   0.802348E-01  -0.692167E+02
  1052   0.102331E+04   0.313845E+02   0.802541E-01  -0.696917E+02
  1053   0.102562E+04   0.311314E+02   0.802740E-01  -0.701479E+02
  1054   0.102801E+04   0.308769E+02   0.802945E-01  -0.705853E+02
  1055   0.103039E+04   0.306211E+02   0.803155E-01  -0.709965E+02
  1056   0.103284E+04   0.303633E+02   0.803371E-01  -0.713889E+02
  1057   0.103537E+04   0.301041E+02   0.803592E-01  -0.717551E+02
  1058   0.103805E+04   0.298443E+02   0.803818E-01  -0.721025E+02
  1059   0.104066E+04   0.295824E+02   0.804049E-01  -0.724237E+02
  1060   0.104327E+04   0.293190E+02   0.804285E-01  -0.727260E+02
  1061   0.104587E+04   0.290558E+02   0.804525E-01  -0.730021E+02
  1062   0.104856E+04   0.287912E+02   0.804770E-01  -0.732594E+02
  1063   0.105110E+04   0.285258E+02   0.805018E-01  -0.734903E+02
  1064   0.105378E+04   0.282597E+02   0.805271E-01  -0.737099E+02
  1065   0.105647E+04   0.279922E+02   0.805528E-01  -0.739031E+02
  1066   0.105909E+04   0.277247E+02   0.805789E-01  -0.740700E+02
  1067   0.106186E+04   0.274572E+02   0.806053E-01  -0.742105E+02
  1068   0.106456E+04   0.271889E+02   0.806320E-01  -0.743321E+02
  1069   0.106726E+04   0.269213E+02   0.806590E-01  -0.744422E+02
  1070   0.107004E+04   0.266521E+02   0.806864E-01  -0.745259E+02
  1071   0.107267E+04   0.263844E+02   0.807140E-01  -0.745832E+02
  1072   0.107539E+04   0.261158E+02   0.807419E-01  -0.746140E+02
  1073   0.107818E+04   0.258479E+02   0.807700E-01  -0.746258E+02
  1074   0.108083E+04   0.255805E+02   0.807983E-01  -0.746186E+02
  1075   0.108355E+04   0.253123E+02   0.808269E-01  -0.745922E+02
  1076   0.108621E+04   0.250454E+02   0.808556E-01  -0.745393E+02
  1077   0.108895E+04   0.247791E+02   0.808845E-01  -0.744746E+02
  1078   0.109155E+04   0.245141E+02   0.809135E-01  -0.743685E+02
  1079   0.109415E+04   0.242489E+02   0.809427E-01  -0.742581E+02
  1080   0.109683E+04   0.239842E+02   0.809719E-01  -0.741284E+02
  1081   0.109937E+04   0.237222E+02   0.810013E-01  -0.739720E+02
  1082   0.110192E+04   0.234607E+02   0.810307E-01  -0.737964E+02
  1083   0.110448E+04   0.231997E+02   0.810602E-01  -0.736013E+02
  1084   0.110704E+04   0.229406E+02   0.810897E-01  -0.733869E+02
  1085   0.110954E+04   0.226827E+02   0.811192E-01  -0.731457E+02
  1086   0.111204E+04   0.224267E+02   0.811487E-01  -0.728999E+02
  1087   0.111448E+04   0.221726E+02   0.811782E-01  -0.726123E+02
  1088   0.111685E+04   0.219181E+02   0.812076E-01  -0.723200E+02
  1089   0.111923E+04   0.216670E+02   0.812370E-01  -0.720007E+02
  1090   0.112155E+04   0.214177E+02   0.812662E-01  -0.716766E+02
  1091   0.112388E+04   0.211695E+02   0.812954E-01  -0.713181E+02
  1092   0.112621E+04   0.209231E+02   0.813245E-01  -0.709472E+02
  1093   0.112841E+04   0.206800E+02   0.813534E-01  -0.705567E+02
  1094   0.113047E+04   0.204379E+02   0.813822E-01  -0.701537E+02
  1095   0.113268E+04   0.201998E+02   0.814108E-01  -0.697383E+02
  1096   0.113476E+04   0.199620E+02   0.814392E-01  -0.692956E+02
  1097   0.113678E+04   0.197273E+02   0.814674E-01  -0.688330E+02
  1098   0.113881E+04   0.194959E+02   0.814954E-01  -0.683578E+02
  1099   0.114077E+04   0.192669E+02   0.815232E-01  -0.678700E+02
  1100   0.114267E+04   0.190411E+02   0.815506E-01  -0.673621E+02
  1101   0.114451E+04   0.188169E+02   0.815778E-01  -0.668392E+02
  1102   0.114643E+04   0.185959E+02   0.816047E-01  -0.662991E+02
  1103   0.114814E+04   0.183780E+02   0.816313E-01  -0.657446E+02
  1104   0.114987E+04   0.181639E+02   0.816576E-01  -0.651744E+02
  1105   0.115146E+04   0.179523E+02   0.816835E-01  -0.645904E+02
  1106   0.115306E+04   0.177429E+02   0.817090E-01  -0.639913E+02
  1107   0.115460E+04   0.175375E+02   0.817342E-01  -0.633783E+02
  1108   0.115608E+04   0.173344E+02   0.817590E-01  -0.627523E+02
  1109   0.115742E+04   0.171328E+02   0.817834E-01  -0.621124E+02
  1110   0.115877E+04   0.169373E+02   0.818073E-01  -0.614600E+02
  1111   0.115999E+04   0.167449E+02   0.818308E-01  -0.607943E+02
  1112   0.116129E+04   0.165555E+02   0.818538E-01  -0.601176E+02
  1113   0.116239E+04   0.163706E+02   0.818763E-01  -0.594274E+02
  1114   0.116342E+04   0.161881E+02   0.818984E-01  -0.587268E+02
  1115   0.116447E+04   0.160100E+02   0.819199E-01  -0.580157E+02
  1116   0.116545E+04   0.158357E+02   0.819409E-01  -0.572932E+02
  1117   0.116630E+04   0.156652E+02   0.819614E-01  -0.565608E+02
  1118   0.116709E+04   0.154992E+02   0.819813E-01  -0.558169E+02
  1119   0.116789E+04   0.153361E+02   0.820007E-01  -0.550645E+02
  1120   0.116856E+04   0.151776E+02   0.820195E-01  -0.543027E+02
  1121   0.116916E+04   0.150227E+02   0.820376E-01  -0.535307E+02
  1122   0.116970E+04   0.148716E+02   0.820552E-01  -0.527515E+02
  1123   0.117011E+04   0.147257E+02   0.820721E-01  -0.519642E+02
  1124   0.117053E+04   0.145828E+02   0.820884E-01  -0.511687E+02
  1125   0.117082E+04   0.144442E+02   0.821040E-01  -0.503651E+02
  1126   0.117105E+04   0.143102E+02   0.821189E-01  -0.495554E+02
  1127   0.117121E+04   0.141798E+02   0.821332E-01  -0.487388E+02
  1128   0.117132E+04   0.140546E+02   0.821467E-01  -0.479168E+02
  1129   0.117136E+04   0.139338E+02   0.821596E-01  -0.470877E+02
  1130   0.117119E+04   0.138167E+02   0.821717E-01  -0.462539E+02
  1131   0.117111E+04   0.137040E+02   0.821831E-01  -0.454158E+02
  1132   0.117090E+04   0.135957E+02   0.821937E-01  -0.445720E+02
  1133   0.117055E+04   0.134926E+02   0.822035E-01  -0.437247E+02
  1134   0.117022E+04   0.133931E+02   0.822126E-01  -0.428730E+02
  1135   0.116974E+04   0.132980E+02   0.822209E-01  -0.420175E+02
  1136   0.116921E+04   0.132081E+02   0.822284E-01  -0.411605E+02
  1137   0.116862E+04   0.131218E+02   0.822351E-01  -0.402989E+02
  1138   0.116797E+04   0.130414E+02   0.822410E-01  -0.394363E+02
  1139   0.116725E+04   0.129638E+02   0.822460E-01  -0.385705E+02
  1140   0.116640E+04   0.128922E+02   0.822502E-01  -0.377042E+02
  1141   0.116549E+04   0.128234E+02   0.822536E-01  -0.368361E+02
  1142   0.116452E+04   0.127605E+02   0.822560E-01  -0.359674E+02
  1143   0.116348E+04   0.127012E+02   0.822577E-01  -0.350989E+02
  1144   0.116224E+04   0.126463E+02   0.822584E-01  -0.342305E+02
  1145   0.116108E+04   0.125973E+02   0.822583E-01  -0.333620E+02
  1146   0.115979E+04   0.125518E+02   0.822572E-01  -0.324943E+02
  1147   0.115844E+04   0.125115E+02   0.822553E-01  -0.316279E+02
  1148   0.115695E+04   0.124748E+02   0.822524E-01  -0.307627E+02
  1149   0.115547E+04   0.124433E+02   0.822487E-01  -0.299002E+02
  1150   0.115386E+04   0.124161E+02   0.822440E-01  -0.290396E+02
  1151   0.115226E+04   0.123932E+02   0.822384E-01  -0.281815E+02
  1152   0.115045E+04   0.123748E+02   0.822318E-01  -0.273266E+02
  1153   0.114872E+04   0.123614E+02   0.822244E-01  -0.264756E+02
  1154   0.114686E+04   0.123525E+02   0.822160E-01  -0.256270E+02
  1155   0.114494E+04   0.123479E+02   0.822066E-01  -0.247829E+02
  1156   0.114288E+04   0.123469E+02   0.821963E-01  -0.239441E+02
  1157   0.114076E+04   0.123504E+02   0.821850E-01  -0.231090E+02
  1158   0.113865E+04   0.123590E+02   0.821728E-01  -0.222797E+02
  1159   0.113647E+04   0.123713E+02   0.821597E-01  -0.214556E+02
  1160   0.113409E+04   0.123887E+02   0.821455E-01  -0.206387E+02
  1161   0.113178E+04   0.124099E+02   0.821305E-01  -0.198269E+02
  1162   0.112935E+04   0.124354E+02   0.821144E-01  -0.190222E+02
  1163   0.112684E+04   0.124654E+02   0.820974E-01  -0.182246E+02
  1164   0.112435E+04   0.124998E+02   0.820795E-01  -0.174341E+02
  1165   0.112172E+04   0.125379E+02   0.820605E-01  -0.166507E+02
  1166   0.111895E+04   0.125805E+02   0.820407E-01  -0.158757E+02
  1167   0.111627E+04   0.126268E+02   0.820198E-01  -0.151091E+02
  1168   0.111344E+04   0.126776E+02   0.819980E-01  -0.143501E+02
  1169   0.111063E+04   0.127322E+02   0.819753E-01  -0.136017E+02
  1170   0.110775E+04   0.127905E+02   0.819516E-01  -0.128609E+02
  1171   0.110473E+04   0.128532E+02   0.819269E-01  -0.121305E+02
  1172   0.110172E+04   0.129198E+02   0.819013E-01  -0.114098E+02
  1173   0.109864E+04   0.129901E+02   0.818748E-01  -0.106987E+02
  1174   0.109550E+04   0.130635E+02   0.818473E-01  -0.999831E+01
  1175   0.109229E+04   0.131407E+02   0.818189E-01  -0.930850E+01
  1176   0.108894E+04   0.132217E+02   0.817895E-01  -0.862998E+01
  1177   0.108568E+04   0.133073E+02   0.817593E-01  -0.796225E+01
  1178   0.108227E+04   0.133952E+02   0.817281E-01  -0.730595E+01
  1179   0.107894E+04   0.134884E+02   0.816959E-01  -0.666124E+01
  1180   0.107547E+04   0.135848E+02   0.816629E-01  -0.602839E+01
  1181   0.107201E+04   0.136835E+02   0.816290E-01  -0.540767E+01
  1182   0.106841E+04   0.137861E+02   0.815941E-01  -0.479931E+01
  1183   0.106481E+04   0.138919E+02   0.815584E-01  -0.420344E+01
  1184   0.106114E+04   0.140000E+02   0.815218E-01  -0.362041E+01
  1185   0.105748E+04   0.141129E+02   0.814843E-01  -0.305026E+01
  1186   0.105375E+04   0.142282E+02   0.814459E-01  -0.249340E+01
  1187   0.105002E+04   0.143466E+02   0.814066E-01  -0.194992E+01
  1188   0.104623E+04   0.144676E+02   0.813665E-01  -0.142015E+01
  1189   0.104236E+04   0.145918E+02   0.813256E-01  -0.903993E+00
  1190   0.103850E+04   0.147184E+02   0.812838E-01  -0.401851E+00
  1191   0.103457E+04   0.148484E+02   0.812411E-01   0.863796E-01
  1192   0.103065E+04   0.149808E+02   0.811977E-01   0.560284E+00
  1193   0.102665E+04   0.151158E+02   0.811534E-01   0.101989E+01
  1194   0.102265E+04   0.152534E+02   0.811083E-01   0.146516E+01
  1195   0.101866E+04   0.153935E+02   0.810624E-01   0.189582E+01
  1196   0.101452E+04   0.155370E+02   0.810157E-01   0.231145E+01
  1197   0.101046E+04   0.156815E+02   0.809682E-01   0.271238E+01
  1198   0.100632E+04   0.158287E+02   0.809200E-01   0.309722E+01
  1199   0.100219E+04   0.159778E+02   0.808710E-01   0.346823E+01
  1200   0.997984E+03   0.161295E+02   0.808212E-01   0.382387E+01
  1201   0.993853E+03   0.162824E+02   0.807707E-01   0.416341E+01
  1202   0.989574E+03   0.164388E+02   0.807195E-01   0.448835E+01
  1203   0.985370E+03   0.165963E+02   0.806675E-01   0.479721E+01
  1204   0.981092E+03   0.167558E+02   0.806149E-01   0.509073E+01
  1205   0.976813E+03   0.169158E+02   0.805615E-01   0.536817E+01
  1206   0.972535E+03   0.170785E+02   0.805075E-01   0.563026E+01
  1207   0.968331E+03   0.172425E+02   0.804528E-01   0.587553E+01
  1208   0.964051E+03   0.174085E+02   0.803974E-01   0.610619E+01
  1209   0.959697E+03   0.175750E+02   0.803413E-01   0.632077E+01
  1210   0.955415E+03   0.177429E+02   0.802847E-01   0.651850E+01
  1211   0.951059E+03   0.179128E+02   0.802274E-01   0.670013E+01
  1212   0.946774E+03   0.180834E+02   0.801694E-01   0.686640E+01
  1213   0.942414E+03   0.182545E+02   0.801109E-01   0.701729E+01
  1214   0.938126E+03   0.184278E+02   0.800518E-01   0.715131E+01
  1215   0.933836E+03   0.186009E+02   0.799922E-01   0.726919E+01
  1216   0.929543E+03   0.187755E+02   0.799319E-01   0.737093E+01
  1217   0.925099E+03   0.189508E+02   0.798711E-01   0.745725E+01
  1218   0.920801E+03   0.191274E+02   0.798098E-01   0.752665E+01
  1219   0.916425E+03   0.193034E+02   0.797480E-01   0.758135E+01
  1220   0.912120E+03   0.194800E+02   0.796857E-01   0.761910E+01
  1221   0.907811E+03   0.196566E+02   0.796228E-01   0.764137E+01
  1222   0.903499E+03   0.198348E+02   0.795595E-01   0.764666E+01
  1223   0.899182E+03   0.200129E+02   0.794958E-01   0.763792E+01
  1224   0.894861E+03   0.201897E+02   0.794316E-01   0.761141E+01
  1225   0.890609E+03   0.203679E+02   0.793669E-01   0.756935E+01
  1226   0.886353E+03   0.205456E+02   0.793019E-01   0.751245E+01
  1227   0.882166E+03   0.207233E+02   0.792365E-01   0.743921E+01
  1228   0.877899E+03   0.209011E+02   0.791706E-01   0.735108E+01
  1229   0.873701E+03   0.210784E+02   0.791044E-01   0.724655E+01
  1230   0.869349E+03   0.212550E+02   0.790379E-01   0.712783E+01
  1231   0.865139E+03   0.214318E+02   0.789710E-01   0.699340E+01
  1232   0.860923E+03   0.216073E+02   0.789038E-01   0.684472E+01
  1233   0.856849E+03   0.217837E+02   0.788364E-01   0.667954E+01
  1234   0.852693E+03   0.219582E+02   0.787686E-01   0.650078E+01
  1235   0.848828E+03   0.221328E+02   0.787005E-01   0.630693E+01
  1236   0.844808E+03   0.223055E+02   0.786322E-01   0.609870E+01
  1237   0.840779E+03   0.224777E+02   0.785637E-01   0.587532E+01
  1238   0.836818E+03   0.226495E+02   0.784949E-01   0.563749E+01
  1239   0.832848E+03   0.228193E+02   0.784260E-01   0.538517E+01
  1240   0.828870E+03   0.229887E+02   0.783568E-01   0.511982E+01
  1241   0.825033E+03   0.231562E+02   0.782875E-01   0.483991E+01
  1242   0.821113E+03   0.233241E+02   0.782181E-01   0.454762E+01
  1243   0.817258E+03   0.234886E+02   0.781485E-01   0.423972E+01
  1244   0.813468E+03   0.236535E+02   0.780787E-01   0.391997E+01
  1245   0.809744E+03   0.238166E+02   0.780089E-01   0.358667E+01
  1246   0.806010E+03   0.239771E+02   0.779390E-01   0.324150E+01
  1247   0.802266E+03   0.241366E+02   0.778690E-01   0.288286E+01
  1248   0.798587E+03   0.242943E+02   0.777990E-01   0.251135E+01
  1249   0.794972E+03   0.244517E+02   0.777289E-01   0.212784E+01
  1250   0.791421E+03   0.246059E+02   0.776588E-01   0.173212E+01
  1251   0.787860E+03   0.247577E+02   0.775887E-01   0.132429E+01
  1252   0.784436E+03   0.249091E+02   0.775186E-01   0.904528E+00
  1253   0.780928E+03   0.250574E+02   0.774485E-01   0.473460E+00
  1254   0.777483E+03   0.252033E+02   0.773784E-01   0.311115E-01
  1255   0.774102E+03   0.253482E+02   0.773085E-01  -0.422417E+00
  1256   0.770858E+03   0.254900E+02   0.772385E-01  -0.886559E+00
  1257   0.767603E+03   0.256301E+02   0.771687E-01  -0.136132E+01
  1258   0.764337E+03   0.257670E+02   0.770990E-01  -0.184633E+01
  1259   0.761134E+03   0.259023E+02   0.770293E-01  -0.234138E+01
  1260   0.757994E+03   0.260345E+02   0.769598E-01  -0.284614E+01
  1261   0.754917E+03   0.261651E+02   0.768905E-01  -0.336045E+01
  1262   0.751902E+03   0.262933E+02   0.768213E-01  -0.388386E+01
  1263   0.748951E+03   0.264184E+02   0.767523E-01  -0.441640E+01
  1264   0.745987E+03   0.265411E+02   0.766834E-01  -0.495786E+01
  1265   0.743161E+03   0.266608E+02   0.766148E-01  -0.550775E+01
  1266   0.740323E+03   0.267781E+02   0.765463E-01  -0.606569E+01
  1267   0.737548E+03   0.268917E+02   0.764781E-01  -0.663174E+01
  1268   0.734842E+03   0.270044E+02   0.764102E-01  -0.720558E+01
  1269   0.732206E+03   0.271119E+02   0.763424E-01  -0.778647E+01
  1270   0.729603E+03   0.272170E+02   0.762750E-01  -0.837534E+01
  1271   0.727070E+03   0.273199E+02   0.762078E-01  -0.897063E+01
  1272   0.724577E+03   0.274198E+02   0.761409E-01  -0.957240E+01
  1273   0.722123E+03   0.275159E+02   0.760742E-01  -0.101807E+02
  1274   0.719740E+03   0.276082E+02   0.760079E-01  -0.107949E+02
  1275   0.717411E+03   0.276983E+02   0.759419E-01  -0.114142E+02
  1276   0.715130E+03   0.277854E+02   0.758763E-01  -0.120395E+02
  1277   0.712910E+03   0.278696E+02   0.758110E-01  -0.126694E+02
  1278   0.710746E+03   0.279500E+02   0.757460E-01  -0.133047E+02
  1279   0.708644E+03   0.280266E+02   0.756814E-01  -0.139439E+02
  1280   0.706604E+03   0.281011E+02   0.756172E-01  -0.145886E+02
  1281   0.704618E+03   0.281719E+02   0.755533E-01  -0.152359E+02
  1282   0.702695E+03   0.282389E+02   0.754899E-01  -0.158874E+02
  1283   0.700827E+03   0.283030E+02   0.754268E-01  -0.165423E+02
  1284   0.699021E+03   0.283635E+02   0.753642E-01  -0.172008E+02
  1285   0.697262E+03   0.284209E+02   0.753020E-01  -0.178614E+02
  1286   0.695565E+03   0.284740E+02   0.752402E-01  -0.185249E+02
  1287   0.693931E+03   0.285241E+02   0.751788E-01  -0.191900E+02
  1288   0.692359E+03   0.285706E+02   0.751179E-01  -0.198581E+02
  1289   0.690842E+03   0.286141E+02   0.750575E-01  -0.205264E+02
  1290   0.689380E+03   0.286532E+02   0.749975E-01  -0.211971E+02
  1291   0.687981E+03   0.286894E+02   0.749380E-01  -0.218689E+02
  1292   0.686636E+03   0.287205E+02   0.748790E-01  -0.225419E+02
  1293   0.685347E+03   0.287502E+02   0.748204E-01  -0.232160E+02
  1294   0.684128E+03   0.287754E+02   0.747624E-01  -0.238877E+02
  1295   0.682956E+03   0.287970E+02   0.747048E-01  -0.245614E+02
  1296   0.681840E+03   0.288157E+02   0.746478E-01  -0.252328E+02
  1297   0.680787E+03   0.288307E+02   0.745913E-01  -0.259050E+02
  1298   0.679789E+03   0.288421E+02   0.745353E-01  -0.265757E+02
  1299   0.678839E+03   0.288499E+02   0.744798E-01  -0.272458E+02
  1300   0.677959E+03   0.288533E+02   0.744249E-01  -0.279139E+02
  1301   0.677135E+03   0.288545E+02   0.743705E-01  -0.285800E+02
  1302   0.676360E+03   0.288513E+02   0.743166E-01  -0.292435E+02
  1303   0.675640E+03   0.288445E+02   0.742634E-01  -0.299058E+02
  1304   0.674977E+03   0.288348E+02   0.742106E-01  -0.305649E+02
  1305   0.674369E+03   0.288207E+02   0.741584E-01  -0.312222E+02
  1306   0.673803E+03   0.288044E+02   0.741068E-01  -0.318748E+02
  1307   0.673308E+03   0.287837E+02   0.740558E-01  -0.325235E+02
  1308   0.672862E+03   0.287594E+02   0.740053E-01  -0.331706E+02
