1.4000e+01 1.1463e-08 7.9767e-09 8.0994e-08 9.3772e-09 1.2928e-08 2.6279e-09
2.0000e+00 6.9524e-07 4.7578e-07 3.9723e-06 5.5922e-07 6.3405e-07 1.4965e-07
2.0000e+01 5.5952e-09 3.8992e-09 3.9647e-08 4.5935e-09 6.3290e-09 1.2861e-09
3.0000e+01 2.4918e-09 1.7427e-09 1.7579e-08 2.0649e-09 2.8073e-09 5.7507e-10
8.0000e+00 3.5782e-08 2.4828e-08 2.4820e-07 2.9147e-08 3.9618e-08 8.1496e-09
4.5000e+01 1.1223e-09 7.9109e-10 7.7766e-09 9.4789e-10 1.2433e-09 2.6066e-10
9.0000e+00 2.8187e-08 1.9549e-08 1.9609e-07 2.2938e-08 3.1301e-08 6.4225e-09
3.4000e+01 1.9460e-09 1.3634e-09 1.3670e-08 1.6198e-09 2.1836e-09 4.4978e-10
1.9000e+01 6.1951e-09 4.3181e-09 4.3939e-08 5.0883e-09 7.0139e-09 1.4243e-09
5.7000e+01 7.1133e-10 5.0622e-10 4.8303e-09 6.1323e-10 7.7263e-10 1.6625e-10
2.3000e+01 4.2243e-09 2.9470e-09 2.9960e-08 3.4777e-09 4.7830e-09 9.7253e-10
4.7000e+01 1.0308e-09 7.2765e-10 7.1244e-09 8.7348e-10 1.1392e-09 2.3968e-10
5.3000e+01 8.1696e-10 5.7942e-10 5.5926e-09 6.9932e-10 8.9452e-10 1.9058e-10
3.9000e+01 1.4832e-09 1.0420e-09 1.0373e-08 1.2430e-09 1.6577e-09 3.4370e-10
5.0000e+00 9.5024e-08 6.5605e-08 6.3550e-07 7.6940e-08 1.0144e-07 2.1394e-08
3.0000e+00 2.8377e-07 1.9479e-07 1.7654e-06 2.2849e-07 2.8180e-07 6.2576e-08
2.7000e+01 3.0691e-09 2.1442e-09 2.1720e-08 2.5366e-09 3.4680e-09 7.0770e-10
2.5000e+01 3.5803e-09 2.4997e-09 2.5347e-08 2.9532e-09 4.0468e-09 8.2481e-10
4.0000e+01 1.4120e-09 9.9249e-10 9.8580e-09 1.1846e-09 1.5754e-09 3.2729e-10
4.6000e+01 1.0742e-09 7.5795e-10 7.4398e-09 9.0940e-10 1.1895e-09 2.4974e-10
2.1000e+01 5.0709e-09 3.5360e-09 3.5954e-08 4.1696e-09 5.7395e-09 1.1665e-09
5.5000e+01 7.6153e-10 5.4087e-10 5.1905e-09 6.5388e-10 8.3025e-10 1.7777e-10
4.2000e+01 1.2835e-09 9.0296e-10 8.9358e-09 1.0793e-09 1.4283e-09 2.9770e-10
