2 9.69443136362e-07
3 8.38424167258e-07
4 7.82097643555e-07
5 7.4783372848e-07
6 7.25472937724e-07
7 7.08138695938e-07
8 6.98106229857e-07
9 6.85454461407e-07
10 6.82956407484e-07
11 6.73503526493e-07
12 6.72052121692e-07
13 6.69611240428e-07
14 6.63244361991e-07
15 6.63075364938e-07
16 6.60004003473e-07
17 6.6126055832e-07
18 6.56908475187e-07
19 6.55060937991e-07
20 6.5446844224e-07
21 6.53574081494e-07
22 6.53357254684e-07
23 6.51363242925e-07
24 6.49645047513e-07
25 6.50388722082e-07
26 6.51085169512e-07
27 6.49792174124e-07
28 6.48610416853e-07
29 6.48431444495e-07
30 6.48527449367e-07
31 6.48150724891e-07
32 6.46955418866e-07
33 6.50477293784e-07
34 6.49259442248e-07
35 6.49647449967e-07
36 6.49111621901e-07
37 6.49216836812e-07
38 6.48911850752e-07
39 6.48958337322e-07
40 6.49767900937e-07
41 6.50268467163e-07
42 6.5100318075e-07
43 6.5077798537e-07
44 6.51154133443e-07
45 6.51590647385e-07
46 6.51714594059e-07
47 6.51779493109e-07
48 6.5171120034e-07
49 6.56461386114e-07
50 6.54700177742e-07
51 6.53242610325e-07
52 6.57371185765e-07
53 6.57771689252e-07
54 6.57853637161e-07
55 6.58363658477e-07
56 6.59043842667e-07
57 6.59649118318e-07
58 6.60488424509e-07
59 6.61279282715e-07
60 6.6203002112e-07
61 6.62930652479e-07
62 6.63588006576e-07
63 6.6460036516e-07
64 6.65220011494e-07
65 6.67313272804e-07
66 6.67685212962e-07
67 6.68558588607e-07
68 6.69425733177e-07
69 6.70086911306e-07
70 6.71987274572e-07
71 6.72723433749e-07
72 6.7397935527e-07
73 6.7517635833e-07
74 6.75971351308e-07
75 6.77318815673e-07
76 6.7826298473e-07
77 6.79737617569e-07
78 6.80541439581e-07
79 6.82153001198e-07
80 6.83367341527e-07
81 6.84546657002e-07
82 6.85903984984e-07
83 6.86923847235e-07
84 6.88405756915e-07
85 6.89700038288e-07
86 6.91017041734e-07
87 6.92354668056e-07
88 6.93815492543e-07
89 6.95131046425e-07
90 6.9636733731e-07
91 6.97775764627e-07
92 6.9940669602e-07
93 7.00553189405e-07
94 7.01715945378e-07
95 7.04998751293e-07
96 7.08619230592e-07
97 7.09137686983e-07
98 7.10084606111e-07
99 7.11651029907e-07
