2.0000e+00 1.2347e+03 5.9139e-02 2.6792e-03 3.5977e+00
3.0000e+00 5.7133e+02 4.7296e-02 1.5290e-03 2.2072e+00
4.0000e+00 3.1920e+02 3.1376e-02 8.9182e-04 1.3511e+00
5.0000e+00 2.0087e+02 1.8276e-02 5.1745e-04 8.3055e-01
6.0000e+00 1.3733e+02 9.5137e-03 2.9627e-04 5.1381e-01
7.0000e+00 9.9801e+01 4.4940e-03 1.6781e-04 3.1989e-01
8.0000e+00 7.5947e+01 2.0117e-03 9.5193e-05 2.0094e-01
9.0000e+00 5.9910e+01 9.5669e-04 5.5463e-05 1.2802e-01
1.0000e+01 4.8637e+01 5.6476e-04 3.4574e-05 8.3934e-02
1.1000e+01 4.0398e+01 4.1469e-04 2.4116e-05 5.7936e-02
1.2000e+01 3.4227e+01 3.2905e-04 1.9211e-05 4.3277e-02
1.3000e+01 2.9449e+01 2.5508e-04 1.7121e-05 3.5126e-02
1.4000e+01 2.5658e+01 1.9601e-04 1.6317e-05 3.0441e-02
1.5000e+01 2.2608e+01 1.5548e-04 1.6080e-05 2.7629e-02
1.6000e+01 2.0131e+01 1.3289e-04 1.6035e-05 2.5774e-02
1.7000e+01 1.8093e+01 1.2294e-04 1.6037e-05 2.4305e-02
1.8000e+01 1.6381e+01 1.1759e-04 1.6022e-05 2.2923e-02
1.9000e+01 1.4943e+01 1.1340e-04 1.5982e-05 2.1536e-02
2.0000e+01 1.3699e+01 1.0981e-04 1.5918e-05 2.0094e-02
2.1000e+01 1.2621e+01 1.0730e-04 1.5835e-05 1.8711e-02
2.2000e+01 1.1684e+01 1.0728e-04 1.5737e-05 1.7468e-02
2.3000e+01 1.0861e+01 1.0977e-04 1.5626e-05 1.6362e-02
2.4000e+01 1.0135e+01 1.1411e-04 1.5505e-05 1.5383e-02
2.5000e+01 9.4909e+00 1.1995e-04 1.5375e-05 1.4528e-02
2.6000e+01 8.9152e+00 1.2663e-04 1.5236e-05 1.3802e-02
2.7000e+01 8.4001e+00 1.3355e-04 1.5093e-05 1.3160e-02
2.8000e+01 7.9361e+00 1.4052e-04 1.4947e-05 1.2569e-02
2.9000e+01 7.5170e+00 1.4755e-04 1.4800e-05 1.2007e-02
3.0000e+01 7.1365e+00 1.5470e-04 1.4652e-05 1.1453e-02
3.1000e+01 6.7892e+00 1.6182e-04 1.4504e-05 1.0894e-02
3.2000e+01 6.4725e+00 1.6871e-04 1.4355e-05 1.0320e-02
3.3000e+01 6.1830e+00 1.7542e-04 1.4207e-05 9.7213e-03
3.4000e+01 5.9167e+00 1.8211e-04 1.4059e-05 9.1020e-03
3.5000e+01 5.6709e+00 1.8886e-04 1.3911e-05 8.4893e-03
3.6000e+01 5.4432e+00 1.9572e-04 1.3761e-05 7.8987e-03
3.7000e+01 5.2318e+00 2.0262e-04 1.3611e-05 7.3122e-03
