2.0000e+00 1.1577e-03 5.0817e-03
3.0000e+00 1.1577e-03 5.0817e-03
4.0000e+00 1.1577e-03 5.0818e-03
5.0000e+00 1.1577e-03 5.0818e-03
6.0000e+00 1.1577e-03 5.0819e-03
7.0000e+00 1.1577e-03 5.0819e-03
8.0000e+00 1.1577e-03 5.0820e-03
9.0000e+00 1.1578e-03 5.0820e-03
1.0000e+01 1.1578e-03 5.0821e-03
1.1000e+01 1.1578e-03 5.0822e-03
1.2000e+01 1.1578e-03 5.0823e-03
1.3000e+01 1.1578e-03 5.0824e-03
1.4000e+01 1.1579e-03 5.0825e-03
1.5000e+01 1.1579e-03 5.0826e-03
1.6000e+01 1.1579e-03 5.0827e-03
1.7000e+01 1.1579e-03 5.0829e-03
1.8000e+01 1.1580e-03 5.0830e-03
1.9000e+01 1.1580e-03 5.0831e-03
2.0000e+01 1.1580e-03 5.0833e-03
2.1000e+01 1.1581e-03 5.0835e-03
2.2000e+01 1.1581e-03 5.0836e-03
2.3000e+01 1.1582e-03 5.0838e-03
2.4000e+01 1.1582e-03 5.0840e-03
2.5000e+01 1.1582e-03 5.0842e-03
2.6000e+01 1.1583e-03 5.0844e-03
2.7000e+01 1.1583e-03 5.0846e-03
2.8000e+01 1.1584e-03 5.0848e-03
2.9000e+01 1.1584e-03 5.0850e-03
3.0000e+01 1.1585e-03 5.0852e-03
3.1000e+01 1.1585e-03 5.0855e-03
3.2000e+01 1.1586e-03 5.0857e-03
3.3000e+01 1.1586e-03 5.0860e-03
3.4000e+01 1.1587e-03 5.0862e-03
3.5000e+01 1.1588e-03 5.0865e-03
3.6000e+01 1.1588e-03 5.0868e-03
3.7000e+01 1.1589e-03 5.0870e-03
3.8000e+01 1.1590e-03 5.0873e-03
3.9000e+01 1.1590e-03 5.0876e-03
4.0000e+01 1.1591e-03 5.0879e-03
4.1000e+01 1.1592e-03 5.0882e-03
4.2000e+01 1.1592e-03 5.0886e-03
4.3000e+01 1.1593e-03 5.0889e-03
4.4000e+01 1.1594e-03 5.0892e-03
4.5000e+01 1.1595e-03 5.0896e-03
4.6000e+01 1.1595e-03 5.0899e-03
4.7000e+01 1.1596e-03 5.0903e-03
4.8000e+01 1.1597e-03 5.0906e-03
4.9000e+01 1.1598e-03 5.0910e-03
5.0000e+01 1.1599e-03 5.0914e-03
5.1000e+01 1.1600e-03 5.0918e-03
5.2000e+01 1.1601e-03 5.0922e-03
5.3000e+01 1.1602e-03 5.0926e-03
5.4000e+01 1.1602e-03 5.0930e-03
5.5000e+01 1.1603e-03 5.0934e-03
5.6000e+01 1.1604e-03 5.0938e-03
5.7000e+01 1.1605e-03 5.0943e-03
5.8000e+01 1.1606e-03 5.0947e-03
5.9000e+01 1.1607e-03 5.0952e-03
6.0000e+01 1.1608e-03 5.0956e-03
6.1000e+01 1.1610e-03 5.0961e-03
6.2000e+01 1.1611e-03 5.0966e-03
6.3000e+01 1.1612e-03 5.0970e-03
6.4000e+01 1.1613e-03 5.0975e-03
6.5000e+01 1.1614e-03 5.0980e-03
6.6000e+01 1.1615e-03 5.0985e-03
6.7000e+01 1.1616e-03 5.0990e-03
6.8000e+01 1.1617e-03 5.0996e-03
6.9000e+01 1.1619e-03 5.1001e-03
7.0000e+01 1.1620e-03 5.1006e-03
7.1000e+01 1.1621e-03 5.1012e-03
7.2000e+01 1.1622e-03 5.1017e-03
7.3000e+01 1.1624e-03 5.1023e-03
7.4000e+01 1.1625e-03 5.1028e-03
7.5000e+01 1.1626e-03 5.1034e-03
7.6000e+01 1.1628e-03 5.1040e-03
7.7000e+01 1.1629e-03 5.1046e-03
7.8000e+01 1.1630e-03 5.1052e-03
7.9000e+01 1.1632e-03 5.1058e-03
8.0000e+01 1.1633e-03 5.1064e-03
8.1000e+01 1.1634e-03 5.1070e-03
8.2000e+01 1.1636e-03 5.1076e-03
8.3000e+01 1.1637e-03 5.1083e-03
8.4000e+01 1.1639e-03 5.1089e-03
8.5000e+01 1.1640e-03 5.1096e-03
8.6000e+01 1.1642e-03 5.1102e-03
8.7000e+01 1.1643e-03 5.1109e-03
8.8000e+01 1.1645e-03 5.1115e-03
8.9000e+01 1.1646e-03 5.1122e-03
9.0000e+01 1.1648e-03 5.1129e-03
9.1000e+01 1.1649e-03 5.1136e-03
9.2000e+01 1.1651e-03 5.1143e-03
9.3000e+01 1.1653e-03 5.1150e-03
9.4000e+01 1.1654e-03 5.1157e-03
9.5000e+01 1.1656e-03 5.1165e-03
9.6000e+01 1.1658e-03 5.1172e-03
9.7000e+01 1.1659e-03 5.1179e-03
9.8000e+01 1.1661e-03 5.1187e-03
9.9000e+01 1.1663e-03 5.1195e-03
1.0000e+02 1.1665e-03 5.1202e-03
1.0100e+02 1.1666e-03 5.1210e-03
1.0200e+02 1.1668e-03 5.1218e-03
1.0300e+02 1.1670e-03 5.1226e-03
1.0400e+02 1.1672e-03 5.1234e-03
1.0500e+02 1.1673e-03 5.1242e-03
1.0600e+02 1.1675e-03 5.1250e-03
1.0700e+02 1.1677e-03 5.1258e-03
1.0800e+02 1.1679e-03 5.1266e-03
1.0900e+02 1.1681e-03 5.1275e-03
1.1000e+02 1.1683e-03 5.1283e-03
1.1100e+02 1.1685e-03 5.1292e-03
1.1200e+02 1.1687e-03 5.1300e-03
1.1300e+02 1.1689e-03 5.1309e-03
1.1400e+02 1.1691e-03 5.1318e-03
1.1500e+02 1.1693e-03 5.1326e-03
1.1600e+02 1.1695e-03 5.1335e-03
1.1700e+02 1.1697e-03 5.1344e-03
1.1800e+02 1.1699e-03 5.1353e-03
1.1900e+02 1.1701e-03 5.1362e-03
1.2000e+02 1.1703e-03 5.1372e-03
1.2100e+02 1.1705e-03 5.1381e-03
1.2200e+02 1.1707e-03 5.1390e-03
1.2300e+02 1.1710e-03 5.1400e-03
1.2400e+02 1.1712e-03 5.1409e-03
1.2500e+02 1.1714e-03 5.1419e-03
1.2600e+02 1.1716e-03 5.1429e-03
1.2700e+02 1.1718e-03 5.1438e-03
1.2800e+02 1.1721e-03 5.1448e-03
1.2900e+02 1.1723e-03 5.1458e-03
1.3000e+02 1.1725e-03 5.1468e-03
1.3100e+02 1.1727e-03 5.1478e-03
1.3200e+02 1.1730e-03 5.1488e-03
1.3300e+02 1.1732e-03 5.1499e-03
1.3400e+02 1.1734e-03 5.1509e-03
1.3500e+02 1.1737e-03 5.1519e-03
1.3600e+02 1.1739e-03 5.1530e-03
1.3700e+02 1.1742e-03 5.1540e-03
1.3800e+02 1.1744e-03 5.1551e-03
1.3900e+02 1.1746e-03 5.1562e-03
1.4000e+02 1.1749e-03 5.1573e-03
1.4100e+02 1.1751e-03 5.1583e-03
1.4200e+02 1.1754e-03 5.1594e-03
1.4300e+02 1.1756e-03 5.1605e-03
1.4400e+02 1.1759e-03 5.1617e-03
1.4500e+02 1.1761e-03 5.1628e-03
1.4600e+02 1.1764e-03 5.1639e-03
1.4700e+02 1.1767e-03 5.1650e-03
1.4800e+02 1.1769e-03 5.1662e-03
1.4900e+02 1.1772e-03 5.1673e-03
1.5000e+02 1.1774e-03 5.1685e-03
1.5100e+02 1.1777e-03 5.1697e-03
1.5200e+02 1.1780e-03 5.1708e-03
1.5300e+02 1.1783e-03 5.1720e-03
1.5400e+02 1.1785e-03 5.1732e-03
1.5500e+02 1.1788e-03 5.1744e-03
1.5600e+02 1.1791e-03 5.1756e-03
1.5700e+02 1.1793e-03 5.1768e-03
1.5800e+02 1.1796e-03 5.1781e-03
1.5900e+02 1.1799e-03 5.1793e-03
1.6000e+02 1.1802e-03 5.1805e-03
1.6100e+02 1.1805e-03 5.1818e-03
1.6200e+02 1.1808e-03 5.1830e-03
1.6300e+02 1.1810e-03 5.1843e-03
1.6400e+02 1.1813e-03 5.1856e-03
1.6500e+02 1.1816e-03 5.1868e-03
1.6600e+02 1.1819e-03 5.1881e-03
1.6700e+02 1.1822e-03 5.1894e-03
1.6800e+02 1.1825e-03 5.1907e-03
1.6900e+02 1.1828e-03 5.1920e-03
1.7000e+02 1.1831e-03 5.1934e-03
1.7100e+02 1.1834e-03 5.1947e-03
1.7200e+02 1.1837e-03 5.1960e-03
1.7300e+02 1.1840e-03 5.1974e-03
1.7400e+02 1.1843e-03 5.1987e-03
1.7500e+02 1.1846e-03 5.2001e-03
1.7600e+02 1.1850e-03 5.2015e-03
1.7700e+02 1.1853e-03 5.2028e-03
1.7800e+02 1.1856e-03 5.2042e-03
1.7900e+02 1.1859e-03 5.2056e-03
1.8000e+02 1.1862e-03 5.2070e-03
1.8100e+02 1.1865e-03 5.2084e-03
1.8200e+02 1.1869e-03 5.2098e-03
1.8300e+02 1.1872e-03 5.2113e-03
1.8400e+02 1.1875e-03 5.2127e-03
1.8500e+02 1.1878e-03 5.2141e-03
1.8600e+02 1.1882e-03 5.2156e-03
1.8700e+02 1.1885e-03 5.2171e-03
1.8800e+02 1.1888e-03 5.2185e-03
1.8900e+02 1.1892e-03 5.2200e-03
1.9000e+02 1.1895e-03 5.2215e-03
1.9100e+02 1.1899e-03 5.2230e-03
1.9200e+02 1.1902e-03 5.2245e-03
1.9300e+02 1.1905e-03 5.2260e-03
1.9400e+02 1.1909e-03 5.2275e-03
1.9500e+02 1.1912e-03 5.2290e-03
1.9600e+02 1.1916e-03 5.2305e-03
1.9700e+02 1.1919e-03 5.2321e-03
1.9800e+02 1.1923e-03 5.2336e-03
1.9900e+02 1.1926e-03 5.2352e-03
2.0000e+02 1.1930e-03 5.2368e-03
2.0100e+02 1.1934e-03 5.2383e-03
2.0200e+02 1.1937e-03 5.2399e-03
