2 4.29151247588e-08
12 1.46433295752e-09
22 4.37066397319e-10
32 2.07725159867e-10
42 1.21366457878e-10
52 7.98997079165e-11
62 5.67946683328e-11
72 4.26023530994e-11
82 3.33312322074e-11
92 2.69137792999e-11
